Date,datevalue,t,Close
2007-05-01,39203,2007.333,22.15
2007-04-30,39202,2007.331,22.17
2007-04-27,39199,2007.322,22.21
2007-04-26,39198,2007.319,22.13
2007-04-25,39197,2007.317,21.56
2007-04-24,39196,2007.314,21.62
2007-04-23,39195,2007.311,21.73
2007-04-20,39192,2007.303,22.1
2007-04-19,39191,2007.3,21.51
2007-04-18,39190,2007.297,21.7
2007-04-17,39189,2007.294,23.96
2007-04-16,39188,2007.292,24.52
2007-04-13,39185,2007.283,24.6
2007-04-12,39184,2007.281,24.6
2007-04-11,39183,2007.278,24.6
2007-04-10,39182,2007.275,24.86
2007-04-09,39181,2007.272,24.34
2007-04-05,39177,2007.261,24.2
2007-04-04,39176,2007.258,24.53
2007-04-03,39175,2007.256,23.78
2007-04-02,39174,2007.253,23.48
2007-03-30,39171,2007.247,23.19
2007-03-29,39170,2007.244,23.45
2007-03-28,39169,2007.242,23.38
2007-03-27,39168,2007.239,23.58
2007-03-26,39167,2007.236,23.26
2007-03-23,39164,2007.228,23.73
2007-03-22,39163,2007.225,23.1
2007-03-21,39162,2007.222,23.05
2007-03-20,39161,2007.219,22.48
2007-03-19,39160,2007.217,21.36
2007-03-16,39157,2007.208,21.02
2007-03-15,39156,2007.206,21.16
2007-03-14,39155,2007.203,21.11
2007-03-13,39154,2007.2,20.55
2007-03-12,39153,2007.197,21.08
2007-03-09,39150,2007.189,21.06
2007-03-08,39149,2007.186,21.24
2007-03-07,39148,2007.183,21.18
2007-03-06,39147,2007.181,21.44
2007-03-05,39146,2007.178,21.06
2007-03-02,39143,2007.169,22.29
2007-03-01,39142,2007.167,22.83
2007-02-28,39141,2007.158,22.53
2007-02-27,39140,2007.156,22.1
2007-02-26,39139,2007.153,23.13
2007-02-23,39136,2007.144,23.53
2007-02-22,39135,2007.142,23.75
2007-02-21,39134,2007.139,23.39
2007-02-20,39133,2007.136,23.51
2007-02-16,39129,2007.125,22.87
2007-02-15,39128,2007.122,22.5
2007-02-14,39127,2007.119,22.6
2007-02-13,39126,2007.117,22.9
2007-02-12,39125,2007.114,23.13
2007-02-09,39122,2007.106,23.11
2007-02-08,39121,2007.103,23.75
2007-02-07,39120,2007.1,22.9
2007-02-06,39119,2007.097,22.32
2007-02-05,39118,2007.094,22.6
2007-02-02,39115,2007.086,22.84
2007-02-01,39114,2007.083,22.73
2007-01-31,39113,2007.083,22.81
2007-01-30,39112,2007.081,22.93
2007-01-29,39111,2007.078,22.55
2007-01-26,39108,2007.069,23.15
2007-01-25,39107,2007.067,23.25
2007-01-24,39106,2007.064,22.75
2007-01-23,39105,2007.061,21.76
2007-01-22,39104,2007.058,21.9
2007-01-19,39101,2007.05,22.56
2007-01-18,39100,2007.047,22.25
2007-01-17,39099,2007.044,22.83
2007-01-16,39098,2007.042,22.74
2007-01-12,39094,2007.031,22.71
2007-01-11,39093,2007.028,24.24
2007-01-10,39092,2007.025,24.07
2007-01-09,39091,2007.022,23.99
2007-01-08,39090,2007.019,23.83
2007-01-05,39087,2007.011,24.81
2007-01-04,39086,2007.008,25.35
2007-01-03,39085,2007.006,26.61
2006-12-29,39080,2006.994,25.86
2006-12-28,39079,2006.992,26.1
2006-12-27,39078,2006.989,26.49
2006-12-26,39077,2006.986,26.84
2006-12-22,39073,2006.975,26.2
2006-12-21,39072,2006.972,26.79
2006-12-20,39071,2006.969,27.36
2006-12-19,39070,2006.967,27.06
2006-12-18,39069,2006.964,26.64
2006-12-15,39066,2006.956,27.6
2006-12-14,39065,2006.953,27.76
2006-12-13,39064,2006.95,28.4
2006-12-12,39063,2006.947,28.37
2006-12-11,39062,2006.944,28.47
2006-12-08,39059,2006.936,27.65
2006-12-07,39058,2006.933,27.73
2006-12-06,39057,2006.931,28.48
2006-12-05,39056,2006.928,28.99
2006-12-04,39055,2006.925,28.93
2006-12-01,39052,2006.917,29.46
2006-11-30,39051,2006.914,29.28
2006-11-29,39050,2006.911,29.19
2006-11-28,39049,2006.908,28.84
2006-11-27,39048,2006.906,28.97
2006-11-24,39045,2006.897,29.36
2006-11-22,39043,2006.892,29.59
2006-11-21,39042,2006.889,29.27
2006-11-20,39041,2006.886,29.08
2006-11-17,39038,2006.878,28.92
2006-11-16,39037,2006.875,29.27
2006-11-15,39036,2006.872,29.75
2006-11-14,39035,2006.869,29.09
2006-11-13,39034,2006.867,29.49
2006-11-10,39031,2006.858,29.38
2006-11-09,39030,2006.856,28.92
2006-11-08,39029,2006.853,28.88
2006-11-07,39028,2006.85,27.64
2006-11-06,39027,2006.847,27.26
2006-11-03,39024,2006.839,26.7
2006-11-02,39023,2006.836,26.7
2006-11-01,39022,2006.833,27.55
2006-10-31,39021,2006.833,27.66
2006-10-30,39020,2006.831,27.91
2006-10-27,39017,2006.822,27.59
2006-10-26,39016,2006.819,27.75
2006-10-25,39015,2006.817,27.74
2006-10-24,39014,2006.814,27.37
2006-10-23,39013,2006.811,23.08
2006-10-20,39010,2006.803,22.24
2006-10-19,39009,2006.8,22.14
2006-10-18,39008,2006.797,22.39
2006-10-17,39007,2006.794,22.73
2006-10-16,39006,2006.792,23.22
2006-10-13,39003,2006.783,23.2
2006-10-12,39002,2006.781,23.41
2006-10-11,39001,2006.778,23.38
2006-10-10,39000,2006.775,23.62
2006-10-09,38999,2006.772,24
2006-10-06,38996,2006.764,24.11
2006-10-05,38995,2006.761,23.85
2006-10-04,38994,2006.758,23.2
2006-10-03,38993,2006.756,23.04
2006-10-02,38992,2006.753,22.81
2006-09-29,38989,2006.744,22.78
2006-09-28,38988,2006.742,23.11
2006-09-27,38987,2006.739,23.19
2006-09-26,38986,2006.736,22.98
2006-09-25,38985,2006.733,23.1
2006-09-22,38982,2006.725,23.01
2006-09-21,38981,2006.722,22.93
2006-09-20,38980,2006.719,22.47
2006-09-19,38979,2006.717,21.95
2006-09-18,38978,2006.714,22.33
2006-09-15,38975,2006.706,22.72
2006-09-14,38974,2006.703,22.48
2006-09-13,38973,2006.7,22.26
2006-09-12,38972,2006.697,21.75
2006-09-11,38971,2006.694,20.62
2006-09-08,38968,2006.686,20.24
2006-09-07,38967,2006.683,20.32
2006-09-06,38966,2006.681,21.02
2006-09-05,38965,2006.678,20.23
2006-09-01,38961,2006.667,20.02
2006-08-31,38960,2006.667,20.02
2006-08-30,38959,2006.664,20.09
2006-08-29,38958,2006.661,19.36
2006-08-28,38957,2006.658,19.25
2006-08-25,38954,2006.65,18.72
2006-08-24,38953,2006.647,18.57
2006-08-23,38952,2006.644,18.68
2006-08-22,38951,2006.642,18.74
2006-08-21,38950,2006.639,19.52
2006-08-18,38947,2006.631,19.85
2006-08-17,38946,2006.628,20.03
2006-08-16,38945,2006.625,19.77
2006-08-15,38944,2006.622,19.95
2006-08-14,38943,2006.619,19.91
2006-08-11,38940,2006.611,19.88
2006-08-10,38939,2006.608,20.15
2006-08-09,38938,2006.606,20.16
2006-08-08,38937,2006.603,20.3
2006-08-07,38936,2006.6,20.68
2006-08-04,38933,2006.592,20.96
2006-08-03,38932,2006.589,20.39
2006-08-02,38931,2006.586,20.84
2006-08-01,38930,2006.583,20.5
2006-07-31,38929,2006.583,20.69
2006-07-28,38926,2006.575,20.85
2006-07-27,38925,2006.572,20.22
2006-07-26,38924,2006.569,19.03
2006-07-25,38923,2006.567,18.78
2006-07-24,38922,2006.564,23.76
2006-07-21,38919,2006.556,23.05
2006-07-20,38918,2006.553,23.35
2006-07-19,38917,2006.55,23.69
2006-07-18,38916,2006.547,23.4
2006-07-17,38915,2006.544,23.81
2006-07-14,38912,2006.536,24.19
2006-07-13,38911,2006.533,24.9
2006-07-12,38910,2006.531,24.59
2006-07-11,38909,2006.528,25.33
2006-07-10,38908,2006.525,26.45
2006-07-07,38905,2006.517,26.65
2006-07-06,38904,2006.514,26.62
2006-07-05,38903,2006.511,26.64
2006-07-03,38901,2006.506,27.24
2006-06-30,38898,2006.497,27.21
2006-06-29,38897,2006.494,27.16
2006-06-28,38896,2006.492,26.56
2006-06-27,38895,2006.489,26.91
2006-06-26,38894,2006.486,27.7
2006-06-23,38891,2006.478,27.34
2006-06-22,38890,2006.475,27.67
2006-06-21,38889,2006.472,27.17
2006-06-20,38888,2006.469,27.08
2006-06-19,38887,2006.467,28.02
2006-06-16,38884,2006.458,27.12
2006-06-15,38883,2006.456,27.7
2006-06-14,38882,2006.453,27.99
2006-06-13,38881,2006.45,27.54
2006-06-12,38880,2006.447,27.08
2006-06-09,38877,2006.439,27.53
2006-06-08,38876,2006.436,27.78
2006-06-07,38875,2006.433,26.4
2006-06-06,38874,2006.431,26.89
2006-06-05,38873,2006.428,27.28
2006-06-02,38870,2006.419,27.95
2006-06-01,38869,2006.417,28.51
2006-05-31,38868,2006.417,27.69
2006-05-30,38867,2006.414,27.5
2006-05-26,38863,2006.403,28.83
2006-05-25,38862,2006.4,28.75
2006-05-24,38861,2006.397,27.94
2006-05-23,38860,2006.394,27.93
2006-05-22,38859,2006.392,28
2006-05-19,38856,2006.383,27.87
2006-05-18,38855,2006.381,27.71
2006-05-17,38854,2006.378,28.09
2006-05-16,38853,2006.375,28.66
2006-05-15,38852,2006.372,28.45
2006-05-12,38849,2006.364,29.59
2006-05-11,38848,2006.361,29.76
2006-05-10,38847,2006.358,30.91
2006-05-09,38846,2006.356,30.72
2006-05-08,38845,2006.353,30
2006-05-05,38842,2006.344,30.3
2006-05-04,38841,2006.342,29.99
2006-05-03,38840,2006.339,29.71
2006-05-02,38839,2006.336,30.2
2006-05-01,38838,2006.333,29.6
2006-04-28,38835,2006.325,29.64
2006-04-27,38834,2006.322,31.29
2006-04-26,38833,2006.319,31.48
2006-04-25,38832,2006.317,31.68
2006-04-24,38831,2006.314,31.24
2006-04-21,38828,2006.306,30.8
2006-04-20,38827,2006.303,31.11
2006-04-19,38826,2006.3,31.08
2006-04-18,38825,2006.297,29.8
2006-04-17,38824,2006.294,29.2
2006-04-13,38820,2006.283,29.19
2006-04-12,38819,2006.281,28.72
2006-04-11,38818,2006.278,28.52
2006-04-10,38817,2006.275,28.25
2006-04-07,38814,2006.267,27.94
2006-04-06,38813,2006.264,28.25
2006-04-05,38812,2006.261,28.66
2006-04-04,38811,2006.258,27.41
2006-04-03,38810,2006.256,28.13
2006-03-31,38807,2006.25,28.99
2006-03-30,38806,2006.247,28.64
2006-03-29,38805,2006.244,29.21
2006-03-28,38804,2006.242,28.03
2006-03-27,38803,2006.239,28.89
2006-03-24,38800,2006.231,28.67
2006-03-23,38799,2006.228,28.29
2006-03-22,38798,2006.225,28.05
2006-03-21,38797,2006.222,27.17
2006-03-20,38796,2006.219,27.08
2006-03-17,38793,2006.211,26.17
2006-03-16,38792,2006.208,25.47
2006-03-15,38791,2006.206,25.11
2006-03-14,38790,2006.203,25.42
2006-03-13,38789,2006.2,25.1
2006-03-10,38786,2006.192,25.55
2006-03-09,38785,2006.189,25.25
2006-03-08,38784,2006.186,25.13
2006-03-07,38783,2006.183,25.46
2006-03-06,38782,2006.181,25.62
2006-03-03,38779,2006.172,26.76
2006-03-02,38778,2006.169,26.81
2006-03-01,38777,2006.167,26.85
2006-02-28,38776,2006.158,26.81
2006-02-27,38775,2006.156,26.53
2006-02-24,38772,2006.147,25.98
2006-02-23,38771,2006.144,25.71
2006-02-22,38770,2006.142,26.37
2006-02-21,38769,2006.139,25.74
2006-02-17,38765,2006.128,24.98
2006-02-16,38764,2006.125,25.15
2006-02-15,38763,2006.122,24.95
2006-02-14,38762,2006.119,24.59
2006-02-13,38761,2006.117,25.23
2006-02-10,38758,2006.108,25.43
2006-02-09,38757,2006.106,24.58
2006-02-08,38756,2006.103,25.14
2006-02-07,38755,2006.1,25.92
2006-02-06,38754,2006.097,26.28
2006-02-03,38751,2006.089,26.11
2006-02-02,38750,2006.086,26.1
2006-02-01,38749,2006.083,27.11
2006-01-31,38748,2006.083,27.55
2006-01-30,38747,2006.081,27.6
2006-01-27,38744,2006.072,27.82
2006-01-26,38743,2006.069,29
2006-01-25,38742,2006.067,28.59
2006-01-24,38741,2006.064,24.74
2006-01-23,38740,2006.061,23.28
2006-01-20,38737,2006.053,23.47
2006-01-19,38736,2006.05,25.42
2006-01-18,38735,2006.047,24.85
2006-01-17,38734,2006.044,25.76
2006-01-13,38730,2006.033,25.56
2006-01-12,38729,2006.031,25.72
2006-01-11,38728,2006.028,24.85
2006-01-10,38727,2006.025,25.43
2006-01-09,38726,2006.022,25
2006-01-06,38723,2006.014,25.03
2006-01-05,38722,2006.011,24.93
2006-01-04,38721,2006.008,25
2006-01-03,38720,2006.006,26.05
2005-12-30,38716,2005.997,27.06
2005-12-29,38715,2005.994,27.25
2005-12-28,38714,2005.992,27.2
