Date,datevalue,t,Close
2013-03-12,41345,2013.197,182.11
2013-03-11,41344,2013.194,180.45
2013-03-08,41341,2013.186,184.7
2013-03-07,41340,2013.183,181.56
2013-03-06,41339,2013.181,182.94
2013-03-05,41338,2013.178,181.73
2013-03-04,41337,2013.175,181.21
2013-03-01,41334,2013.167,189.37
2013-02-28,41333,2013.158,188.08
2013-02-27,41332,2013.156,184.32
2013-02-26,41331,2013.153,184.09
2013-02-25,41330,2013.15,179.32
2013-02-22,41327,2013.142,179.86
2013-02-21,41326,2013.139,187.15
2013-02-20,41325,2013.136,187.12
2013-02-19,41324,2013.133,196.45
2013-02-15,41320,2013.122,189.51
2013-02-14,41319,2013.119,187.4
2013-02-13,41318,2013.117,186.27
2013-02-12,41317,2013.114,177.95
2013-02-11,41316,2013.111,177.89
2013-02-08,41313,2013.103,180.97
2013-02-07,41312,2013.1,181.96
2013-02-06,41311,2013.097,184.41
2013-02-05,41310,2013.094,174.39
2013-02-04,41309,2013.092,174.74
2013-02-01,41306,2013.083,164.8
2013-01-31,41305,2013.083,165.24
2013-01-30,41304,2013.081,167.7
2013-01-29,41303,2013.078,169.12
2013-01-28,41302,2013.075,162.11
2013-01-25,41299,2013.067,169.56
2013-01-24,41298,2013.064,146.86
2013-01-23,41297,2013.061,103.26
2013-01-22,41296,2013.058,97.81
2013-01-18,41292,2013.047,99.17
2013-01-17,41291,2013.044,97.7
2013-01-16,41290,2013.042,97.48
2013-01-15,41289,2013.039,101.69
2013-01-14,41288,2013.036,103.45
2013-01-11,41285,2013.028,101.29
2013-01-10,41284,2013.025,98
2013-01-09,41283,2013.022,95.91
2013-01-08,41282,2013.019,97.16
2013-01-07,41281,2013.017,99.2
2013-01-04,41278,2013.008,95.98
2013-01-03,41277,2013.006,96.59
2013-01-02,41276,2013.003,92.01
2012-12-31,41274,2013,92.59
2012-12-28,41271,2012.992,89.33
2012-12-27,41270,2012.989,90.5
2012-12-26,41269,2012.986,90.65
2012-12-24,41267,2012.981,90.23
2012-12-21,41264,2012.972,91.34
2012-12-20,41263,2012.969,93.5
2012-12-19,41262,2012.967,93.98
2012-12-18,41261,2012.964,95.64
2012-12-17,41260,2012.961,94.7
2012-12-14,41257,2012.953,93.3
2012-12-13,41256,2012.95,92.56
2012-12-12,41255,2012.947,90.73
2012-12-11,41254,2012.944,86.08
2012-12-10,41253,2012.942,84.8
2012-12-07,41250,2012.933,85.98
2012-12-06,41249,2012.931,86.17
2012-12-05,41248,2012.928,83.37
2012-12-04,41247,2012.925,86.65
2012-12-03,41246,2012.922,76
2012-11-30,41243,2012.914,81.71
2012-11-29,41242,2012.911,81.38
2012-11-28,41241,2012.908,82.23
2012-11-27,41240,2012.906,83.08
2012-11-26,41239,2012.903,82.06
2012-11-23,41236,2012.894,82.95
2012-11-21,41234,2012.889,83
2012-11-20,41233,2012.886,82.4
2012-11-19,41232,2012.883,81.36
2012-11-16,41229,2012.875,80.9
2012-11-15,41228,2012.872,81.48
2012-11-14,41227,2012.869,79.78
2012-11-13,41226,2012.867,79.61
2012-11-12,41225,2012.864,78.19
2012-11-09,41222,2012.856,77.9
2012-11-08,41221,2012.853,75.97
2012-11-07,41220,2012.85,77.68
2012-11-06,41219,2012.847,76.37
2012-11-05,41218,2012.844,78.24
2012-11-02,41215,2012.836,76.9
2012-11-01,41214,2012.833,77.69
2012-10-31,41213,2012.833,79.24
2012-10-26,41208,2012.819,69.58
2012-10-25,41207,2012.817,61.51
2012-10-24,41206,2012.814,60.12
2012-10-23,41205,2012.811,68.22
2012-10-22,41204,2012.808,67.88
2012-10-19,41201,2012.8,64.98
2012-10-18,41200,2012.797,67.36
2012-10-17,41199,2012.794,68.52
2012-10-16,41198,2012.792,66.05
2012-10-15,41197,2012.789,64.76
2012-10-12,41194,2012.781,64.33
2012-10-11,41193,2012.778,65.98
2012-10-10,41192,2012.775,65.5
2012-10-09,41191,2012.772,65.53
2012-10-08,41190,2012.769,73.52
2012-10-05,41187,2012.761,66.56
2012-10-04,41186,2012.758,66.67
2012-10-03,41185,2012.756,62.58
2012-10-02,41184,2012.753,56.46
2012-10-01,41183,2012.75,56.05
2012-09-28,41180,2012.742,54.44
2012-09-27,41179,2012.739,55.55
2012-09-26,41178,2012.736,55.13
2012-09-25,41177,2012.733,53.8
2012-09-24,41176,2012.731,56.39
2012-09-21,41173,2012.722,57.79
2012-09-20,41172,2012.719,58.74
2012-09-19,41171,2012.717,57.04
2012-09-18,41170,2012.714,56.06
2012-09-17,41169,2012.711,57.02
2012-09-14,41166,2012.703,60.52
2012-09-13,41165,2012.7,58
2012-09-12,41164,2012.697,57.21
2012-09-11,41163,2012.694,57.16
2012-09-10,41162,2012.692,55.92
2012-09-07,41159,2012.683,56.66
2012-09-06,41158,2012.681,56.65
2012-09-05,41157,2012.678,54.96
2012-09-04,41156,2012.675,55.93
2012-08-31,41152,2012.667,59.72
2012-08-30,41151,2012.664,60.48
2012-08-29,41150,2012.661,63.44
2012-08-28,41149,2012.658,62.95
2012-08-27,41148,2012.656,62.39
2012-08-24,41145,2012.647,63.16
2012-08-23,41144,2012.644,64.05
2012-08-22,41143,2012.642,65.4
2012-08-21,41142,2012.639,65.6
2012-08-20,41141,2012.636,64.24
2012-08-17,41138,2012.628,63.69
2012-08-16,41137,2012.625,64.31
2012-08-15,41136,2012.622,63.26
2012-08-14,41135,2012.619,61.76
2012-08-13,41134,2012.617,59.91
2012-08-10,41131,2012.608,59.9
2012-08-09,41130,2012.606,57.91
2012-08-08,41129,2012.603,57.8
2012-08-07,41128,2012.6,57.9
2012-08-06,41127,2012.597,56.79
2012-08-03,41124,2012.589,53.91
2012-08-02,41123,2012.586,53.87
2012-08-01,41122,2012.583,54.5
2012-07-31,41121,2012.583,56.85
2012-07-30,41120,2012.581,57.75
2012-07-27,41117,2012.572,58.92
2012-07-26,41116,2012.569,57.01
2012-07-25,41115,2012.567,60.28
2012-07-24,41114,2012.564,80.39
2012-07-23,41113,2012.561,79.94
2012-07-20,41110,2012.553,81.82
2012-07-19,41109,2012.55,83.12
2012-07-18,41108,2012.547,81.27
2012-07-17,41107,2012.544,81.78
2012-07-16,41106,2012.542,82.98
2012-07-13,41103,2012.533,84.9
2012-07-12,41102,2012.531,84.97
2012-07-11,41101,2012.528,81.64
2012-07-10,41100,2012.525,80.23
2012-07-09,41099,2012.522,82.99
2012-07-06,41096,2012.514,81.89
2012-07-05,41095,2012.511,81.72
2012-07-03,41093,2012.506,72.04
2012-07-02,41092,2012.503,67.85
2012-06-29,41089,2012.494,68.49
2012-06-28,41088,2012.492,67.36
2012-06-27,41087,2012.489,66.49
2012-06-26,41086,2012.486,66.8
2012-06-25,41085,2012.483,67.03
2012-06-22,41082,2012.475,67.86
2012-06-21,41081,2012.472,65.84
2012-06-20,41080,2012.469,68.16
2012-06-19,41079,2012.467,69.83
2012-06-18,41078,2012.464,66.73
2012-06-15,41075,2012.456,65.79
2012-06-14,41074,2012.453,62.66
2012-06-13,41073,2012.45,62.83
2012-06-12,41072,2012.447,63.02
2012-06-11,41071,2012.444,63
2012-06-08,41068,2012.436,65.64
2012-06-07,41067,2012.433,64.64
2012-06-06,41066,2012.431,65.88
2012-06-05,41065,2012.428,64.83
2012-06-04,41064,2012.425,65
2012-06-01,41061,2012.417,62.95
2012-05-31,41060,2012.417,63.44
2012-05-30,41059,2012.414,67.34
2012-05-29,41058,2012.411,69.44
2012-05-25,41054,2012.4,70.22
2012-05-24,41053,2012.397,70.27
2012-05-23,41052,2012.394,71.91
2012-05-22,41051,2012.392,67.71
2012-05-21,41050,2012.389,71.74
2012-05-18,41047,2012.381,69.96
2012-05-17,41046,2012.378,71.97
2012-05-16,41045,2012.375,74.2
2012-05-15,41044,2012.372,77.48
2012-05-14,41043,2012.369,76.96
2012-05-11,41040,2012.361,77.38
2012-05-10,41039,2012.358,72.42
2012-05-09,41038,2012.356,74.35
2012-05-08,41037,2012.353,72.79
2012-05-07,41036,2012.35,73.45
2012-05-04,41033,2012.342,73.14
2012-05-03,41032,2012.339,75.97
2012-05-02,41031,2012.336,82.23
2012-05-01,41030,2012.333,81.36
2012-04-30,41029,2012.331,80.14
2012-04-27,41026,2012.322,83.74
2012-04-26,41025,2012.319,85.07
2012-04-25,41024,2012.317,86.35
2012-04-24,41023,2012.314,87.68
2012-04-23,41022,2012.311,101.84
2012-04-20,41019,2012.303,106.11
2012-04-19,41018,2012.3,107.09
2012-04-18,41017,2012.297,106.96
2012-04-17,41016,2012.294,107.02
2012-04-16,41015,2012.292,101.15
2012-04-13,41012,2012.283,104.17
2012-04-12,41011,2012.281,104.26
2012-04-11,41010,2012.278,99.81
2012-04-10,41009,2012.275,101.92
2012-04-09,41008,2012.272,106.68
2012-04-05,41004,2012.261,110.5
2012-04-04,41003,2012.258,110.26
2012-04-03,41002,2012.256,112.96
2012-04-02,41001,2012.253,113.97
2012-03-30,40998,2012.247,115.04
2012-03-29,40997,2012.244,115.05
2012-03-28,40996,2012.242,118.81
2012-03-27,40995,2012.239,120.67
2012-03-26,40994,2012.236,121.99
2012-03-23,40991,2012.228,120.19
2012-03-22,40990,2012.225,118.73
2012-03-21,40989,2012.222,120.1
2012-03-20,40988,2012.219,115.02
2012-03-19,40987,2012.217,114.33
2012-03-16,40984,2012.208,109.96
2012-03-15,40983,2012.206,110.17
2012-03-14,40982,2012.203,105.25
2012-03-13,40981,2012.2,106.35
2012-03-12,40980,2012.197,106.2
2012-03-09,40977,2012.189,109.13
2012-03-08,40976,2012.186,108.07
2012-03-07,40975,2012.183,105.19
2012-03-06,40974,2012.181,107.13
2012-03-05,40973,2012.178,110.81
2012-03-02,40970,2012.169,115.1
2012-03-01,40969,2012.167,112.75
2012-02-29,40968,2012.161,110.73
2012-02-28,40967,2012.158,113.32
2012-02-27,40966,2012.156,109.41
2012-02-24,40963,2012.147,111.67
2012-02-23,40962,2012.144,112.99
2012-02-22,40961,2012.142,112.4
2012-02-21,40960,2012.139,117.4
2012-02-17,40956,2012.128,121.85
2012-02-16,40955,2012.125,121.91
2012-02-15,40954,2012.122,122.06
2012-02-14,40953,2012.119,123.07
2012-02-13,40952,2012.117,118.3
2012-02-10,40949,2012.108,123.93
2012-02-09,40948,2012.106,124.84
2012-02-08,40947,2012.103,124
2012-02-07,40946,2012.1,127.88
2012-02-06,40945,2012.097,129.25
2012-02-03,40942,2012.089,126.43
2012-02-02,40941,2012.086,124
2012-02-01,40940,2012.083,122.97
2012-01-31,40939,2012.083,120.2
2012-01-30,40938,2012.081,125.43
2012-01-27,40935,2012.072,123.79
2012-01-26,40934,2012.069,116.01
2012-01-25,40933,2012.067,95.04
2012-01-24,40932,2012.064,92.67
2012-01-23,40931,2012.061,93.96
2012-01-20,40928,2012.053,100.24
2012-01-19,40927,2012.05,103.46
2012-01-18,40926,2012.047,98.54
2012-01-17,40925,2012.044,94.72
2012-01-13,40921,2012.033,94.38
2012-01-12,40920,2012.031,92.15
2012-01-11,40919,2012.028,92.15
2012-01-10,40918,2012.025,95.83
2012-01-09,40917,2012.022,98.18
2012-01-06,40914,2012.014,86.29
2012-01-05,40913,2012.011,79.3
2012-01-04,40912,2012.008,80.45
2012-01-03,40911,2012.006,72.24
2011-12-30,40907,2011.997,69.29
2011-12-29,40906,2011.994,69.3
2011-12-28,40905,2011.992,69.2
2011-12-27,40904,2011.989,70.6
2011-12-23,40900,2011.978,72.62
2011-12-22,40899,2011.975,73.84
2011-12-21,40898,2011.972,70.97
2011-12-20,40897,2011.969,71.4
2011-12-19,40896,2011.967,67.15
2011-12-16,40893,2011.958,69.82
2011-12-15,40892,2011.956,69.72
2011-12-14,40891,2011.953,71.04
2011-12-13,40890,2011.95,72.11
2011-12-12,40889,2011.947,75.26
2011-12-09,40886,2011.939,70.89
2011-12-08,40885,2011.936,69.42
2011-12-07,40884,2011.933,71.96
2011-12-06,40883,2011.931,68.14
2011-12-05,40882,2011.928,70.12
2011-12-02,40879,2011.919,66.37
2011-12-01,40878,2011.917,67.17
2011-11-30,40877,2011.914,64.53
2011-11-29,40876,2011.911,67.57
2011-11-28,40875,2011.908,69.95
2011-11-25,40872,2011.9,63.86
2011-11-23,40870,2011.894,68.5
2011-11-22,40869,2011.892,70.45
2011-11-21,40868,2011.889,74.47
2011-11-18,40865,2011.881,78.06
2011-11-17,40864,2011.878,76.46
2011-11-16,40863,2011.875,81.18
2011-11-15,40862,2011.872,86.28
2011-11-14,40861,2011.869,85.72
2011-11-11,40858,2011.861,87.75
2011-11-10,40857,2011.858,85.12
2011-11-09,40856,2011.856,88.05
2011-11-08,40855,2011.853,90.47
2011-11-07,40854,2011.85,90.83
2011-11-04,40851,2011.842,90.02
2011-11-03,40850,2011.839,92.29
2011-11-02,40849,2011.836,83.39
2011-11-01,40848,2011.833,80.09
2011-10-31,40847,2011.833,82.08
2011-10-28,40844,2011.825,84.14
2011-10-27,40843,2011.822,80.86
2011-10-26,40842,2011.819,79.4
2011-10-25,40841,2011.817,77.37
2011-10-24,40840,2011.814,118.84
2011-10-21,40837,2011.806,117.04
2011-10-20,40836,2011.803,111.48
2011-10-19,40835,2011.8,109.42
2011-10-18,40834,2011.797,111.74
2011-10-17,40833,2011.794,117.33
2011-10-14,40830,2011.786,116.04
2011-10-13,40829,2011.783,117.01
2011-10-12,40828,2011.781,113.62
2011-10-11,40827,2011.778,108.66
2011-10-10,40826,2011.775,111.62
2011-10-07,40823,2011.767,117.21
2011-10-06,40822,2011.764,123.24
2011-10-05,40821,2011.761,119.76
2011-10-04,40820,2011.758,114.9
2011-10-03,40819,2011.756,113.25
2011-09-30,40816,2011.747,113.27
2011-09-29,40815,2011.744,113.19
2011-09-28,40814,2011.742,127.14
2011-09-27,40813,2011.739,127.49
2011-09-26,40812,2011.736,132.22
2011-09-23,40809,2011.728,129.36
2011-09-22,40808,2011.725,128.53
2011-09-21,40807,2011.722,128.5
2011-09-20,40806,2011.719,130.03
2011-09-19,40805,2011.717,143.75
2011-09-16,40802,2011.708,155.19
2011-09-15,40801,2011.706,169.25
2011-09-14,40800,2011.703,208.71
2011-09-13,40799,2011.7,208.75
2011-09-12,40798,2011.697,210.05
2011-09-09,40795,2011.689,203.97
2011-09-08,40794,2011.686,211.2
2011-09-07,40793,2011.683,216
2011-09-06,40792,2011.681,218.77
2011-09-02,40788,2011.669,213.11
2011-09-01,40787,2011.667,233.27
2011-08-31,40786,2011.667,235.01
2011-08-30,40785,2011.664,236.28
2011-08-29,40784,2011.661,225.04
2011-08-26,40781,2011.653,221.89
2011-08-25,40780,2011.65,215.83
2011-08-24,40779,2011.647,216.03
2011-08-23,40778,2011.644,219.54
2011-08-22,40777,2011.642,205.21
2011-08-19,40774,2011.633,205.21
2011-08-18,40773,2011.631,217.48
2011-08-17,40772,2011.628,232.24
2011-08-16,40771,2011.625,239.04
2011-08-15,40770,2011.622,246.28
2011-08-12,40767,2011.614,244
2011-08-11,40766,2011.611,243.13
2011-08-10,40765,2011.608,232.42
2011-08-09,40764,2011.606,237.8
2011-08-08,40763,2011.603,226.64
2011-08-05,40760,2011.594,241.11
2011-08-04,40759,2011.592,245.77
2011-08-03,40758,2011.589,260
2011-08-02,40757,2011.586,257.2
2011-08-01,40756,2011.583,263.38
2011-07-29,40753,2011.578,265.99
2011-07-28,40752,2011.575,266.62
2011-07-27,40751,2011.572,269.42
2011-07-26,40750,2011.569,266.91
2011-07-25,40749,2011.567,281.53
2011-07-22,40746,2011.558,276.58
2011-07-21,40745,2011.556,275.81
2011-07-20,40744,2011.553,281.4
2011-07-19,40743,2011.55,287.29
2011-07-18,40742,2011.547,279
2011-07-15,40739,2011.539,286.93
2011-07-14,40738,2011.536,286.62
2011-07-13,40737,2011.533,298.73
2011-07-12,40736,2011.531,291.27
2011-07-11,40735,2011.528,290.74
2011-07-08,40732,2011.519,295.14
2011-07-07,40731,2011.517,292.42
2011-07-06,40730,2011.514,290.96
2011-07-05,40729,2011.511,289.63
2011-07-01,40725,2011.5,267.99
2011-06-30,40724,2011.497,262.69
2011-06-29,40723,2011.494,264.94
2011-06-28,40722,2011.492,265.09
2011-06-27,40721,2011.489,260.12
2011-06-24,40718,2011.481,256.96
2011-06-23,40717,2011.478,255.72
2011-06-22,40716,2011.475,248.66
2011-06-21,40715,2011.472,253.65
2011-06-20,40714,2011.469,245.63
2011-06-17,40711,2011.461,245.67
2011-06-16,40710,2011.458,249.3
2011-06-15,40709,2011.456,257.12
2011-06-14,40708,2011.453,261.13
2011-06-13,40707,2011.45,257.22
2011-06-10,40704,2011.442,258.62
2011-06-09,40703,2011.439,262.57
2011-06-08,40702,2011.436,262.26
2011-06-07,40701,2011.433,263.69
2011-06-06,40700,2011.431,262.59
2011-06-03,40697,2011.422,273.7
2011-06-02,40696,2011.419,271.7
2011-06-01,40695,2011.417,267.26
2011-05-31,40694,2011.417,270.8
2011-05-27,40690,2011.406,264.51
2011-05-26,40689,2011.403,263.75
2011-05-25,40688,2011.4,259.47
2011-05-24,40687,2011.397,247.6
2011-05-23,40686,2011.394,247.83
2011-05-20,40683,2011.386,245.9
2011-05-19,40682,2011.383,242.73
2011-05-18,40681,2011.381,242.54
2011-05-17,40680,2011.378,236.94
2011-05-16,40679,2011.375,237.09
2011-05-13,40676,2011.367,246.52
2011-05-12,40675,2011.364,245.77
2011-05-11,40674,2011.361,240.67
2011-05-10,40673,2011.358,237.63
2011-05-09,40672,2011.356,236.41
2011-05-06,40669,2011.347,229.47
2011-05-05,40668,2011.344,230.31
2011-05-04,40667,2011.342,229.19
2011-05-03,40666,2011.339,231.24
2011-05-02,40665,2011.336,237.19
2011-04-29,40662,2011.328,232.67
2011-04-28,40661,2011.325,234.37
2011-04-27,40660,2011.322,235.96
2011-04-26,40659,2011.319,228.91
2011-04-25,40658,2011.317,251.67
2011-04-21,40654,2011.306,252.22
2011-04-20,40653,2011.303,244.43
2011-04-19,40652,2011.3,241.55
2011-04-18,40651,2011.297,233.33
2011-04-15,40648,2011.289,235.49
2011-04-14,40647,2011.286,236.73
2011-04-13,40646,2011.283,238.75
2011-04-12,40645,2011.281,233.92
2011-04-11,40644,2011.278,228.16
2011-04-08,40641,2011.269,234.86
2011-04-07,40640,2011.267,233.96
2011-04-06,40639,2011.264,239.97
2011-04-05,40638,2011.261,244.23
2011-04-04,40637,2011.258,244.72
2011-04-01,40634,2011.25,242.09
2011-03-31,40633,2011.25,237.78
2011-03-30,40632,2011.247,237.95
2011-03-29,40631,2011.244,237.38
2011-03-28,40630,2011.242,237.32
2011-03-25,40627,2011.233,230.01
2011-03-24,40626,2011.231,229.13
2011-03-23,40625,2011.228,229.06
2011-03-22,40624,2011.225,221.39
2011-03-21,40623,2011.222,212.84
2011-03-18,40620,2011.214,209.4
2011-03-17,40619,2011.211,213.9
2011-03-16,40618,2011.208,213.84
2011-03-15,40617,2011.206,217.11
2011-03-14,40616,2011.203,201.2
2011-03-11,40613,2011.194,204.54
2011-03-10,40612,2011.192,200.02
2011-03-09,40611,2011.189,192.99
2011-03-08,40610,2011.186,195.45
2011-03-07,40609,2011.183,207.4
2011-03-04,40606,2011.175,210.72
2011-03-03,40605,2011.172,203.37
2011-03-02,40604,2011.169,204.23
2011-03-01,40603,2011.167,204.63
2011-02-28,40602,2011.158,206.67
2011-02-25,40599,2011.15,212.44
2011-02-24,40598,2011.147,215.18
2011-02-23,40597,2011.144,211.2
2011-02-22,40596,2011.142,221.6
2011-02-18,40592,2011.131,235.51
2011-02-17,40591,2011.128,235.63
2011-02-16,40590,2011.125,237.72
2011-02-15,40589,2011.122,240.79
2011-02-14,40588,2011.119,247.55
2011-02-11,40585,2011.111,231.07
2011-02-10,40584,2011.108,223.2
2011-02-09,40583,2011.106,222.29
2011-02-08,40582,2011.103,217.63
2011-02-07,40581,2011.1,218.02
2011-02-04,40578,2011.092,220.07
2011-02-03,40577,2011.089,211.49
2011-02-02,40576,2011.086,211.26
2011-02-01,40575,2011.083,212.9
2011-01-31,40574,2011.083,214.08
2011-01-28,40571,2011.075,217.98
2011-01-27,40570,2011.072,210.87
2011-01-26,40569,2011.069,183.03
2011-01-25,40568,2011.067,186.74
2011-01-24,40567,2011.064,183.96
2011-01-21,40564,2011.056,182.09
2011-01-20,40563,2011.053,185
2011-01-19,40562,2011.05,190.87
2011-01-18,40561,2011.047,193.68
2011-01-14,40557,2011.036,191.48
2011-01-13,40556,2011.033,191.49
2011-01-12,40555,2011.031,188.9
2011-01-11,40554,2011.028,186.65
2011-01-10,40553,2011.025,187.88
2011-01-07,40550,2011.017,179.3
2011-01-06,40549,2011.014,177.99
2011-01-05,40548,2011.011,179.73
2011-01-04,40547,2011.008,181.37
2011-01-03,40546,2011.006,178.41
2010-12-31,40543,2011,175.7
2010-12-30,40542,2010.997,179.8
2010-12-29,40541,2010.994,180.27
2010-12-28,40540,2010.992,183.67
2010-12-27,40539,2010.989,180.01
2010-12-23,40535,2010.978,184.58
2010-12-22,40534,2010.975,185.35
2010-12-21,40533,2010.972,186.24
2010-12-20,40532,2010.969,178.05
2010-12-17,40529,2010.961,180.02
2010-12-16,40528,2010.958,181.65
2010-12-15,40527,2010.956,178.5
2010-12-14,40526,2010.953,178.45
2010-12-13,40525,2010.95,183.8
2010-12-10,40522,2010.942,194.63
2010-12-09,40521,2010.939,191.05
2010-12-08,40520,2010.936,188.23
2010-12-07,40519,2010.933,189.81
2010-12-06,40518,2010.931,193.47
2010-12-03,40515,2010.922,185.45
2010-12-02,40514,2010.919,193.42
2010-12-01,40513,2010.917,200.14
2010-11-30,40512,2010.914,205.9
2010-11-29,40511,2010.911,198.92
2010-11-26,40508,2010.903,191.9
2010-11-24,40506,2010.897,188.77
2010-11-23,40505,2010.894,187.71
2010-11-22,40504,2010.892,188.32
2010-11-19,40501,2010.883,173.04
2010-11-18,40500,2010.881,168.33
2010-11-17,40499,2010.878,166.68
2010-11-16,40498,2010.875,165.4
2010-11-15,40497,2010.872,168.3
2010-11-12,40494,2010.864,173
2010-11-11,40493,2010.861,175.14
2010-11-10,40492,2010.858,176.87
2010-11-09,40491,2010.856,170.46
2010-11-08,40490,2010.853,169.13
2010-11-05,40487,2010.844,168.1
2010-11-04,40486,2010.842,167.82
2010-11-03,40485,2010.839,171.46
2010-11-02,40484,2010.836,171.61
2010-11-01,40483,2010.833,167.37
2010-10-29,40480,2010.828,173.57
2010-10-28,40479,2010.825,175.7
2010-10-27,40478,2010.822,178.5
2010-10-26,40477,2010.819,177.62
2010-10-25,40476,2010.817,166.84
2010-10-22,40473,2010.808,168.1
2010-10-21,40472,2010.806,172.69
2010-10-20,40471,2010.803,153.15
2010-10-19,40470,2010.8,149.33
2010-10-18,40469,2010.797,153
2010-10-15,40466,2010.789,155.72
2010-10-14,40465,2010.786,152.78
2010-10-13,40464,2010.783,154.61
2010-10-12,40463,2010.781,155.39
2010-10-11,40462,2010.778,153.69
2010-10-08,40459,2010.769,149.64
2010-10-07,40458,2010.767,151.43
2010-10-06,40457,2010.764,150.27
2010-10-05,40456,2010.761,156.16
2010-10-04,40455,2010.758,156.39
2010-10-01,40452,2010.75,154.66
2010-09-30,40451,2010.747,162.16
2010-09-29,40450,2010.744,170.63
2010-09-28,40449,2010.742,161.86
2010-09-27,40448,2010.739,164.99
2010-09-24,40445,2010.731,162.21
2010-09-23,40444,2010.728,160.47
2010-09-22,40443,2010.725,156.93
2010-09-21,40442,2010.722,147.2
2010-09-20,40441,2010.719,142.89
2010-09-17,40438,2010.711,140.46
2010-09-16,40437,2010.708,140.5
2010-09-15,40436,2010.706,143.12
2010-09-14,40435,2010.703,146.65
2010-09-13,40434,2010.7,147.94
2010-09-10,40431,2010.692,146.16
2010-09-09,40430,2010.689,145.68
2010-09-08,40429,2010.686,146
2010-09-07,40428,2010.683,141.79
2010-09-03,40424,2010.672,138.48
2010-09-02,40423,2010.669,138
2010-09-01,40422,2010.667,134.91
2010-08-31,40421,2010.667,125.52
2010-08-30,40420,2010.664,123.1
2010-08-27,40417,2010.656,126.1
2010-08-26,40416,2010.653,125.84
2010-08-25,40415,2010.65,124.25
2010-08-24,40414,2010.647,121.28
2010-08-23,40413,2010.644,126.9
2010-08-20,40410,2010.636,129.96
2010-08-19,40409,2010.633,128.24
2010-08-18,40408,2010.631,125.7
2010-08-17,40407,2010.628,132.97
2010-08-16,40406,2010.625,137.22
2010-08-13,40403,2010.617,132.26
2010-08-12,40402,2010.614,133.05
2010-08-11,40401,2010.611,126.47
2010-08-10,40400,2010.608,125.01
2010-08-09,40399,2010.606,116.9
2010-08-06,40396,2010.597,118.32
2010-08-05,40395,2010.594,110.53
2010-08-04,40394,2010.592,108.13
2010-08-03,40393,2010.589,104.41
2010-08-02,40392,2010.586,101.88
2010-07-30,40389,2010.581,102.55
2010-07-29,40388,2010.578,98.02
2010-07-28,40387,2010.575,100.31
2010-07-27,40386,2010.572,104.09
2010-07-26,40385,2010.569,102.79
2010-07-23,40382,2010.561,107.7
2010-07-22,40381,2010.558,103.56
2010-07-21,40380,2010.556,119.65
2010-07-20,40379,2010.553,120.39
2010-07-19,40378,2010.55,118.9
2010-07-16,40375,2010.542,118.39
2010-07-15,40374,2010.539,121.11
2010-07-14,40373,2010.536,123
2010-07-13,40372,2010.533,120.92
2010-07-12,40371,2010.531,119.38
2010-07-09,40368,2010.522,117.53
2010-07-08,40367,2010.519,116.98
2010-07-07,40366,2010.517,118.49
2010-07-06,40365,2010.514,107.27
2010-07-02,40361,2010.503,107.08
2010-07-01,40360,2010.5,109.66
2010-06-30,40359,2010.497,108.65
2010-06-29,40358,2010.494,112.58
2010-06-28,40357,2010.492,117.61
2010-06-25,40354,2010.483,117.98
2010-06-24,40353,2010.481,115.25
2010-06-23,40352,2010.478,117.77
2010-06-22,40351,2010.475,116.43
2010-06-21,40350,2010.472,118.99
2010-06-18,40347,2010.464,126.42
2010-06-17,40346,2010.461,125.86
2010-06-16,40345,2010.458,124.67
2010-06-15,40344,2010.456,123.5
2010-06-14,40343,2010.453,126.81
2010-06-11,40340,2010.444,120.69
2010-06-10,40339,2010.442,118.66
2010-06-09,40338,2010.439,115.43
2010-06-08,40337,2010.436,110.33
2010-06-07,40336,2010.433,109.16
2010-06-04,40333,2010.425,109.78
2010-06-03,40332,2010.422,111.85
2010-06-02,40331,2010.419,110.78
2010-06-01,40330,2010.417,107.29
2010-05-28,40326,2010.408,111.15
2010-05-27,40325,2010.406,108.86
2010-05-26,40324,2010.403,104.8
2010-05-25,40323,2010.4,105
2010-05-24,40322,2010.397,101.62
2010-05-21,40319,2010.389,99.47
2010-05-20,40318,2010.386,94.99
2010-05-19,40317,2010.383,100.61
2010-05-18,40316,2010.381,102.01
2010-05-17,40315,2010.378,106.35
2010-05-14,40312,2010.369,100.56
2010-05-13,40311,2010.367,110.01
2010-05-12,40310,2010.364,107.83
2010-05-11,40309,2010.361,99.82
2010-05-10,40308,2010.358,97.5
2010-05-07,40305,2010.35,91.09
2010-05-06,40304,2010.347,96.97
2010-05-05,40303,2010.344,98.23
2010-05-04,40302,2010.342,99.36
2010-05-03,40301,2010.339,101.99
2010-04-30,40298,2010.331,98.9
2010-04-29,40297,2010.328,103.17
2010-04-28,40296,2010.325,99.39
2010-04-27,40295,2010.322,102.07
2010-04-26,40294,2010.319,108.17
2010-04-23,40291,2010.311,99.73
2010-04-22,40290,2010.308,100.25
2010-04-21,40289,2010.306,86.98
2010-04-20,40288,2010.303,87.07
2010-04-19,40287,2010.3,84.8
2010-04-16,40284,2010.292,85.31
2010-04-15,40283,2010.289,86.83
2010-04-14,40282,2010.286,87.57
2010-04-13,40281,2010.283,86.38
2010-04-12,40280,2010.281,83.18
2010-04-09,40277,2010.272,82.42
2010-04-08,40276,2010.269,81.83
2010-04-07,40275,2010.267,79.73
