Datevalue,Date,t,Close
05.12.1922,1922-12-05,1922.928,95.03
06.12.1922,1922-12-06,1922.931,96.75
07.12.1922,1922-12-07,1922.933,96.91
08.12.1922,1922-12-08,1922.936,97.88
09.12.1922,1922-12-09,1922.939,97.72
11.12.1922,1922-12-11,1922.944,97.85
12.12.1922,1922-12-12,1922.947,97.75
13.12.1922,1922-12-13,1922.95,98.28
14.12.1922,1922-12-14,1922.953,98.19
15.12.1922,1922-12-15,1922.956,98.03
16.12.1922,1922-12-16,1922.958,98.13
18.12.1922,1922-12-18,1922.964,97.64
19.12.1922,1922-12-19,1922.967,98.23
20.12.1922,1922-12-20,1922.969,97.52
21.12.1922,1922-12-21,1922.972,97.88
22.12.1922,1922-12-22,1922.975,98.62
26.12.1922,1922-12-26,1922.986,99.04
27.12.1922,1922-12-27,1922.989,99.22
28.12.1922,1922-12-28,1922.992,98.14
29.12.1922,1922-12-29,1922.994,98.17
30.12.1922,1922-12-30,1922.997,98.73
02.01.1923,1923-01-02,1923.003,98.77
03.01.1923,1923-01-03,1923.006,99.42
04.01.1923,1923-01-04,1923.008,98.57
05.01.1923,1923-01-05,1923.011,98.88
06.01.1923,1923-01-06,1923.014,97.77
08.01.1923,1923-01-08,1923.019,98.06
09.01.1923,1923-01-09,1923.022,97.23
10.01.1923,1923-01-10,1923.025,97.29
11.01.1923,1923-01-11,1923.028,98.12
12.01.1923,1923-01-12,1923.031,98.63
13.01.1923,1923-01-13,1923.033,99.09
15.01.1923,1923-01-15,1923.039,98.04
16.01.1923,1923-01-16,1923.042,96.96
17.01.1923,1923-01-17,1923.044,97.05
18.01.1923,1923-01-18,1923.047,98.09
19.01.1923,1923-01-19,1923.05,97.85
20.01.1923,1923-01-20,1923.053,97.61
22.01.1923,1923-01-22,1923.058,97.25
23.01.1923,1923-01-23,1923.061,97.43
24.01.1923,1923-01-24,1923.064,97.16
25.01.1923,1923-01-25,1923.067,97.79
26.01.1923,1923-01-26,1923.069,98.15
27.01.1923,1923-01-27,1923.072,98
29.01.1923,1923-01-29,1923.078,98.26
30.01.1923,1923-01-30,1923.081,97.75
31.01.1923,1923-01-31,1923.083,97.43
01.02.1923,1923-02-01,1923.083,97.71
02.02.1923,1923-02-02,1923.086,98.7
03.02.1923,1923-02-03,1923.089,99.33
05.02.1923,1923-02-05,1923.094,100.03
06.02.1923,1923-02-06,1923.097,101.01
07.02.1923,1923-02-07,1923.1,101.05
08.02.1923,1923-02-08,1923.103,101.05
09.02.1923,1923-02-09,1923.106,100.82
10.02.1923,1923-02-10,1923.108,101.7
13.02.1923,1923-02-13,1923.117,102.16
14.02.1923,1923-02-14,1923.119,101.85
15.02.1923,1923-02-15,1923.122,102.57
16.02.1923,1923-02-16,1923.125,103.23
17.02.1923,1923-02-17,1923.128,103.21
19.02.1923,1923-02-19,1923.133,102.96
20.02.1923,1923-02-20,1923.136,103.56
21.02.1923,1923-02-21,1923.139,103.59
23.02.1923,1923-02-23,1923.144,103.27
24.02.1923,1923-02-24,1923.147,102.85
26.02.1923,1923-02-26,1923.153,102.4
27.02.1923,1923-02-27,1923.156,102.79
28.02.1923,1923-02-28,1923.158,103.9
01.03.1923,1923-03-01,1923.167,104.23
02.03.1923,1923-03-02,1923.169,104.65
03.03.1923,1923-03-03,1923.172,104.51
05.03.1923,1923-03-05,1923.178,104.77
06.03.1923,1923-03-06,1923.181,104.79
07.03.1923,1923-03-07,1923.183,105.23
08.03.1923,1923-03-08,1923.186,104.7
09.03.1923,1923-03-09,1923.189,104.48
10.03.1923,1923-03-10,1923.192,103.82
12.03.1923,1923-03-12,1923.197,104.22
13.03.1923,1923-03-13,1923.2,104.79
14.03.1923,1923-03-14,1923.203,105.28
15.03.1923,1923-03-15,1923.206,104.74
16.03.1923,1923-03-16,1923.208,103.93
17.03.1923,1923-03-17,1923.211,104.89
19.03.1923,1923-03-19,1923.217,105.36
20.03.1923,1923-03-20,1923.219,105.38
21.03.1923,1923-03-21,1923.222,105.23
22.03.1923,1923-03-22,1923.225,105.09
23.03.1923,1923-03-23,1923.228,103.98
24.03.1923,1923-03-24,1923.231,103.28
26.03.1923,1923-03-26,1923.236,102.36
27.03.1923,1923-03-27,1923.239,103.03
28.03.1923,1923-03-28,1923.242,103.45
29.03.1923,1923-03-29,1923.244,102.77
31.03.1923,1923-03-31,1923.25,102.75
02.04.1923,1923-04-02,1923.253,101.51
03.04.1923,1923-04-03,1923.256,101.6
04.04.1923,1923-04-04,1923.258,101.4
05.04.1923,1923-04-05,1923.261,102.36
06.04.1923,1923-04-06,1923.264,102.7
07.04.1923,1923-04-07,1923.267,102.56
09.04.1923,1923-04-09,1923.272,102.11
10.04.1923,1923-04-10,1923.275,101.86
11.04.1923,1923-04-11,1923.278,101.08
12.04.1923,1923-04-12,1923.281,101.71
13.04.1923,1923-04-13,1923.283,101.81
14.04.1923,1923-04-14,1923.286,102.09
16.04.1923,1923-04-16,1923.292,101.76
17.04.1923,1923-04-17,1923.294,102.14
18.04.1923,1923-04-18,1923.297,102.24
19.04.1923,1923-04-19,1923.3,102.58
20.04.1923,1923-04-20,1923.303,101.38
21.04.1923,1923-04-21,1923.306,101.1
23.04.1923,1923-04-23,1923.311,100.73
24.04.1923,1923-04-24,1923.314,101.08
25.04.1923,1923-04-25,1923.317,101.36
26.04.1923,1923-04-26,1923.319,101.37
27.04.1923,1923-04-27,1923.322,101.16
28.04.1923,1923-04-28,1923.325,100.63
30.04.1923,1923-04-30,1923.331,98.38
01.05.1923,1923-05-01,1923.333,97.4
02.05.1923,1923-05-02,1923.336,98.05
03.05.1923,1923-05-03,1923.339,96.3
04.05.1923,1923-05-04,1923.342,96.6
05.05.1923,1923-05-05,1923.344,96.73
07.05.1923,1923-05-07,1923.35,95.41
08.05.1923,1923-05-08,1923.353,96.54
09.05.1923,1923-05-09,1923.356,98.19
10.05.1923,1923-05-10,1923.358,97.61
11.05.1923,1923-05-11,1923.361,96.45
12.05.1923,1923-05-12,1923.364,95.4
14.05.1923,1923-05-14,1923.369,96.91
15.05.1923,1923-05-15,1923.372,95.95
16.05.1923,1923-05-16,1923.375,95.53
17.05.1923,1923-05-17,1923.378,95.41
18.05.1923,1923-05-18,1923.381,95.07
19.05.1923,1923-05-19,1923.383,94.7
21.05.1923,1923-05-21,1923.389,92.77
22.05.1923,1923-05-22,1923.392,93.58
23.05.1923,1923-05-23,1923.394,93.9
24.05.1923,1923-05-24,1923.397,96.03
25.05.1923,1923-05-25,1923.4,96.65
26.05.1923,1923-05-26,1923.403,97.48
28.05.1923,1923-05-28,1923.408,97.25
29.05.1923,1923-05-29,1923.411,97.66
31.05.1923,1923-05-31,1923.417,97.53
01.06.1923,1923-06-01,1923.417,95.36
02.06.1923,1923-06-02,1923.419,95.75
04.06.1923,1923-06-04,1923.425,96.14
05.06.1923,1923-06-05,1923.428,96.29
06.06.1923,1923-06-06,1923.431,97.24
07.06.1923,1923-06-07,1923.433,97.17
08.06.1923,1923-06-08,1923.436,96.66
09.06.1923,1923-06-09,1923.439,97.1
11.06.1923,1923-06-11,1923.444,97.22
12.06.1923,1923-06-12,1923.447,95.97
13.06.1923,1923-06-13,1923.45,95.79
14.06.1923,1923-06-14,1923.453,95.44
15.06.1923,1923-06-15,1923.456,94.86
16.06.1923,1923-06-16,1923.458,94.73
18.06.1923,1923-06-18,1923.464,92.64
19.06.1923,1923-06-19,1923.467,92.76
20.06.1923,1923-06-20,1923.469,90.81
21.06.1923,1923-06-21,1923.472,92.26
22.06.1923,1923-06-22,1923.475,93.55
23.06.1923,1923-06-23,1923.478,93.3
25.06.1923,1923-06-25,1923.483,91.48
26.06.1923,1923-06-26,1923.486,90.11
27.06.1923,1923-06-27,1923.489,88.66
28.06.1923,1923-06-28,1923.492,89.38
29.06.1923,1923-06-29,1923.494,88.4
30.06.1923,1923-06-30,1923.497,87.85
02.07.1923,1923-07-02,1923.503,88.95
03.07.1923,1923-07-03,1923.506,87.87
05.07.1923,1923-07-05,1923.511,87.9
06.07.1923,1923-07-06,1923.514,88.65
07.07.1923,1923-07-07,1923.517,89.41
09.07.1923,1923-07-09,1923.522,89.26
10.07.1923,1923-07-10,1923.525,88.44
11.07.1923,1923-07-11,1923.528,87.8
12.07.1923,1923-07-12,1923.531,87.64
13.07.1923,1923-07-13,1923.533,89.07
14.07.1923,1923-07-14,1923.536,89.4
16.07.1923,1923-07-16,1923.542,89.22
17.07.1923,1923-07-17,1923.544,89.5
18.07.1923,1923-07-18,1923.547,90.01
19.07.1923,1923-07-19,1923.55,91.35
20.07.1923,1923-07-20,1923.553,91.72
21.07.1923,1923-07-21,1923.556,91.39
23.07.1923,1923-07-23,1923.561,91.58
24.07.1923,1923-07-24,1923.564,90.16
25.07.1923,1923-07-25,1923.567,90.87
26.07.1923,1923-07-26,1923.569,91.06
27.07.1923,1923-07-27,1923.572,88.37
28.07.1923,1923-07-28,1923.575,87.33
30.07.1923,1923-07-30,1923.581,88.11
31.07.1923,1923-07-31,1923.583,86.91
01.08.1923,1923-08-01,1923.583,87.96
02.08.1923,1923-08-02,1923.586,88.2
04.08.1923,1923-08-04,1923.592,87.2
06.08.1923,1923-08-06,1923.597,88.51
07.08.1923,1923-08-07,1923.6,89.55
08.08.1923,1923-08-08,1923.603,88.63
09.08.1923,1923-08-09,1923.606,88.67
11.08.1923,1923-08-11,1923.611,89.11
13.08.1923,1923-08-13,1923.617,88.95
14.08.1923,1923-08-14,1923.619,89.6
15.08.1923,1923-08-15,1923.622,90.23
16.08.1923,1923-08-16,1923.625,90.86
17.08.1923,1923-08-17,1923.628,91.64
18.08.1923,1923-08-18,1923.631,92.32
20.08.1923,1923-08-20,1923.636,91.71
21.08.1923,1923-08-21,1923.639,92.18
22.08.1923,1923-08-22,1923.642,92.13
23.08.1923,1923-08-23,1923.644,92.04
24.08.1923,1923-08-24,1923.647,91.92
25.08.1923,1923-08-25,1923.65,91.59
27.08.1923,1923-08-27,1923.656,92.48
28.08.1923,1923-08-28,1923.658,93.2
29.08.1923,1923-08-29,1923.661,93.7
30.08.1923,1923-08-30,1923.664,93.4
31.08.1923,1923-08-31,1923.667,93.46
01.09.1923,1923-09-01,1923.667,93.22
04.09.1923,1923-09-04,1923.675,92.25
05.09.1923,1923-09-05,1923.678,92.98
06.09.1923,1923-09-06,1923.681,93
07.09.1923,1923-09-07,1923.683,92.84
08.09.1923,1923-09-08,1923.686,92.93
10.09.1923,1923-09-10,1923.692,93.31
11.09.1923,1923-09-11,1923.694,93.61
12.09.1923,1923-09-12,1923.697,92.05
13.09.1923,1923-09-13,1923.7,89.93
14.09.1923,1923-09-14,1923.703,89.63
15.09.1923,1923-09-15,1923.706,89.05
17.09.1923,1923-09-17,1923.711,89.41
18.09.1923,1923-09-18,1923.714,88.49
19.09.1923,1923-09-19,1923.717,89.17
20.09.1923,1923-09-20,1923.719,88.16
21.09.1923,1923-09-21,1923.722,88.07
22.09.1923,1923-09-22,1923.725,88.54
24.09.1923,1923-09-24,1923.731,89.21
25.09.1923,1923-09-25,1923.733,87.94
26.09.1923,1923-09-26,1923.736,88.53
27.09.1923,1923-09-27,1923.739,88.53
28.09.1923,1923-09-28,1923.742,87.97
29.09.1923,1923-09-29,1923.744,87.89
01.10.1923,1923-10-01,1923.75,88.06
02.10.1923,1923-10-02,1923.753,88.09
03.10.1923,1923-10-03,1923.756,90.45
04.10.1923,1923-10-04,1923.758,89.93
05.10.1923,1923-10-05,1923.761,89.41
06.10.1923,1923-10-06,1923.764,89.29
08.10.1923,1923-10-08,1923.769,88.56
09.10.1923,1923-10-09,1923.772,88.06
10.10.1923,1923-10-10,1923.775,87.54
11.10.1923,1923-10-11,1923.778,87.16
13.10.1923,1923-10-13,1923.783,87.13
15.10.1923,1923-10-15,1923.789,88.06
16.10.1923,1923-10-16,1923.792,86.91
17.10.1923,1923-10-17,1923.794,87.56
18.10.1923,1923-10-18,1923.797,87.46
19.10.1923,1923-10-19,1923.8,87.51
20.10.1923,1923-10-20,1923.803,87.83
22.10.1923,1923-10-22,1923.808,87.48
23.10.1923,1923-10-23,1923.811,87.37
24.10.1923,1923-10-24,1923.814,87.13
25.10.1923,1923-10-25,1923.817,86.43
26.10.1923,1923-10-26,1923.819,86.01
27.10.1923,1923-10-27,1923.822,85.76
29.10.1923,1923-10-29,1923.828,86.2
30.10.1923,1923-10-30,1923.831,85.91
31.10.1923,1923-10-31,1923.833,88.53
01.11.1923,1923-11-01,1923.833,88.41
02.11.1923,1923-11-02,1923.836,88.91
03.11.1923,1923-11-03,1923.839,89.63
05.11.1923,1923-11-05,1923.844,89.36
07.11.1923,1923-11-07,1923.85,89.48
08.11.1923,1923-11-08,1923.853,90.75
09.11.1923,1923-11-09,1923.856,91.14
10.11.1923,1923-11-10,1923.858,91.39
12.11.1923,1923-11-12,1923.864,91.08
13.11.1923,1923-11-13,1923.867,90.75
14.11.1923,1923-11-14,1923.869,90.44
15.11.1923,1923-11-15,1923.872,90.87
16.11.1923,1923-11-16,1923.875,90.33
17.11.1923,1923-11-17,1923.878,89.65
19.11.1923,1923-11-19,1923.883,91.35
20.11.1923,1923-11-20,1923.886,91.26
21.11.1923,1923-11-21,1923.889,92.17
22.11.1923,1923-11-22,1923.892,91.83
23.11.1923,1923-11-23,1923.894,92.13
24.11.1923,1923-11-24,1923.897,92.6
26.11.1923,1923-11-26,1923.903,92.88
27.11.1923,1923-11-27,1923.906,92.61
28.11.1923,1923-11-28,1923.908,92.41
30.11.1923,1923-11-30,1923.914,92.34
01.12.1923,1923-12-01,1923.917,93.15
03.12.1923,1923-12-03,1923.922,92.64
04.12.1923,1923-12-04,1923.925,92.68
05.12.1923,1923-12-05,1923.928,92.81
06.12.1923,1923-12-06,1923.931,92.94
07.12.1923,1923-12-07,1923.933,93.8
08.12.1923,1923-12-08,1923.936,93.85
10.12.1923,1923-12-10,1923.942,93.86
11.12.1923,1923-12-11,1923.944,93.65
12.12.1923,1923-12-12,1923.947,94.11
13.12.1923,1923-12-13,1923.95,94.7
14.12.1923,1923-12-14,1923.953,94.93
15.12.1923,1923-12-15,1923.956,95.23
17.12.1923,1923-12-17,1923.961,95.26
18.12.1923,1923-12-18,1923.964,93.66
19.12.1923,1923-12-19,1923.967,93.63
20.12.1923,1923-12-20,1923.969,94
21.12.1923,1923-12-21,1923.972,93.51
22.12.1923,1923-12-22,1923.975,93.63
24.12.1923,1923-12-24,1923.981,94.42
26.12.1923,1923-12-26,1923.986,95.61
27.12.1923,1923-12-27,1923.989,94.98
28.12.1923,1923-12-28,1923.992,95.12
29.12.1923,1923-12-29,1923.994,95.23
31.12.1923,1923-12-31,1924,95.52
02.01.1924,1924-01-02,1924.003,95.65
03.01.1924,1924-01-03,1924.006,94.88
04.01.1924,1924-01-04,1924.008,95.4
05.01.1924,1924-01-05,1924.011,96.26
07.01.1924,1924-01-07,1924.017,96.54
08.01.1924,1924-01-08,1924.019,96.77
09.01.1924,1924-01-09,1924.022,97.04
10.01.1924,1924-01-10,1924.025,97.23
11.01.1924,1924-01-11,1924.028,97.46
12.01.1924,1924-01-12,1924.031,97.25
14.01.1924,1924-01-14,1924.036,95.68
15.01.1924,1924-01-15,1924.039,96.09
16.01.1924,1924-01-16,1924.042,96.65
17.01.1924,1924-01-17,1924.044,96.42
18.01.1924,1924-01-18,1924.047,96.28
19.01.1924,1924-01-19,1924.05,96.6
21.01.1924,1924-01-21,1924.056,97.28
22.01.1924,1924-01-22,1924.058,97.23
23.01.1924,1924-01-23,1924.061,97.73
24.01.1924,1924-01-24,1924.064,98.59
25.01.1924,1924-01-25,1924.067,99.81
26.01.1924,1924-01-26,1924.069,100
28.01.1924,1924-01-28,1924.075,99.35
29.01.1924,1924-01-29,1924.078,99.16
30.01.1924,1924-01-30,1924.081,99.4
31.01.1924,1924-01-31,1924.083,100.66
01.02.1924,1924-02-01,1924.083,100.7
02.02.1924,1924-02-02,1924.086,100.84
04.02.1924,1924-02-04,1924.092,101.08
05.02.1924,1924-02-05,1924.094,101.08
06.02.1924,1924-02-06,1924.097,101.31
07.02.1924,1924-02-07,1924.1,100.99
08.02.1924,1924-02-08,1924.103,100.2
09.02.1924,1924-02-09,1924.106,100.88
11.02.1924,1924-02-11,1924.111,100.91
13.02.1924,1924-02-13,1924.117,99.81
14.02.1924,1924-02-14,1924.119,100.05
15.02.1924,1924-02-15,1924.122,96.63
16.02.1924,1924-02-16,1924.125,98.06
18.02.1924,1924-02-18,1924.131,96.33
19.02.1924,1924-02-19,1924.133,96.97
20.02.1924,1924-02-20,1924.136,96.58
21.02.1924,1924-02-21,1924.139,97.4
23.02.1924,1924-02-23,1924.144,97.88
25.02.1924,1924-02-25,1924.15,97.16
26.02.1924,1924-02-26,1924.153,96.45
27.02.1924,1924-02-27,1924.156,96.75
28.02.1924,1924-02-28,1924.158,97.69
29.02.1924,1924-02-29,1924.161,97.22
01.03.1924,1924-03-01,1924.167,97.49
03.03.1924,1924-03-03,1924.172,97.1
04.03.1924,1924-03-04,1924.175,97.5
05.03.1924,1924-03-05,1924.178,97.55
06.03.1924,1924-03-06,1924.181,98.45
07.03.1924,1924-03-07,1924.183,98.61
08.03.1924,1924-03-08,1924.186,98.25
10.03.1924,1924-03-10,1924.192,97.21
11.03.1924,1924-03-11,1924.194,97.81
12.03.1924,1924-03-12,1924.197,97.58
13.03.1924,1924-03-13,1924.2,98.25
14.03.1924,1924-03-14,1924.203,98.86
15.03.1924,1924-03-15,1924.206,98.02
17.03.1924,1924-03-17,1924.211,96.6
18.03.1924,1924-03-18,1924.214,96.89
19.03.1924,1924-03-19,1924.217,96.8
20.03.1924,1924-03-20,1924.219,95.88
21.03.1924,1924-03-21,1924.222,95.87
22.03.1924,1924-03-22,1924.225,95.72
24.03.1924,1924-03-24,1924.231,95.58
25.03.1924,1924-03-25,1924.233,94.12
26.03.1924,1924-03-26,1924.236,93.67
27.03.1924,1924-03-27,1924.239,92.9
28.03.1924,1924-03-28,1924.242,92.54
29.03.1924,1924-03-29,1924.244,92.28
31.03.1924,1924-03-31,1924.25,93.01
01.04.1924,1924-04-01,1924.25,93.5
02.04.1924,1924-04-02,1924.253,94.5
03.04.1924,1924-04-03,1924.256,94.33
04.04.1924,1924-04-04,1924.258,94.69
05.04.1924,1924-04-05,1924.261,94.05
07.04.1924,1924-04-07,1924.267,93.03
08.04.1924,1924-04-08,1924.269,92.85
09.04.1924,1924-04-09,1924.272,92.24
10.04.1924,1924-04-10,1924.275,90.86
11.04.1924,1924-04-11,1924.278,91.71
12.04.1924,1924-04-12,1924.281,90.78
14.04.1924,1924-04-14,1924.286,89.91
15.04.1924,1924-04-15,1924.289,90.52
16.04.1924,1924-04-16,1924.292,90.78
17.04.1924,1924-04-17,1924.294,91.34
19.04.1924,1924-04-19,1924.3,91.13
21.04.1924,1924-04-21,1924.306,89.18
22.04.1924,1924-04-22,1924.308,89.22
23.04.1924,1924-04-23,1924.311,90.43
24.04.1924,1924-04-24,1924.314,90.44
25.04.1924,1924-04-25,1924.317,91.51
26.04.1924,1924-04-26,1924.319,92.02
28.04.1924,1924-04-28,1924.325,90.99
29.04.1924,1924-04-29,1924.328,90.65
30.04.1924,1924-04-30,1924.331,90.63
01.05.1924,1924-05-01,1924.333,92.12
02.05.1924,1924-05-02,1924.336,91.68
03.05.1924,1924-05-03,1924.339,91.93
05.05.1924,1924-05-05,1924.344,92.23
06.05.1924,1924-05-06,1924.347,92.24
07.05.1924,1924-05-07,1924.35,92.47
08.05.1924,1924-05-08,1924.353,92.04
09.05.1924,1924-05-09,1924.356,91.4
10.05.1924,1924-05-10,1924.358,90.55
12.05.1924,1924-05-12,1924.364,89.48
13.05.1924,1924-05-13,1924.367,89.69
14.05.1924,1924-05-14,1924.369,88.77
15.05.1924,1924-05-15,1924.372,89.18
16.05.1924,1924-05-16,1924.375,89.78
17.05.1924,1924-05-17,1924.378,89.33
19.05.1924,1924-05-19,1924.383,89.81
20.05.1924,1924-05-20,1924.386,88.33
21.05.1924,1924-05-21,1924.389,89.35
22.05.1924,1924-05-22,1924.392,90.1
23.05.1924,1924-05-23,1924.394,90.04
24.05.1924,1924-05-24,1924.397,90.66
26.05.1924,1924-05-26,1924.403,90.6
27.05.1924,1924-05-27,1924.406,90.15
28.05.1924,1924-05-28,1924.408,89.9
29.05.1924,1924-05-29,1924.411,89.9
02.06.1924,1924-06-02,1924.419,90.15
03.06.1924,1924-06-03,1924.422,91.23
04.06.1924,1924-06-04,1924.425,90.72
05.06.1924,1924-06-05,1924.428,90.41
06.06.1924,1924-06-06,1924.431,89.18
07.06.1924,1924-06-07,1924.433,89.52
09.06.1924,1924-06-09,1924.439,90.15
10.06.1924,1924-06-10,1924.442,90.53
11.06.1924,1924-06-11,1924.444,92
12.06.1924,1924-06-12,1924.447,92.19
13.06.1924,1924-06-13,1924.45,92.68
14.06.1924,1924-06-14,1924.453,92.85
16.06.1924,1924-06-16,1924.458,93.8
17.06.1924,1924-06-17,1924.461,93.57
18.06.1924,1924-06-18,1924.464,93.52
19.06.1924,1924-06-19,1924.467,93.79
20.06.1924,1924-06-20,1924.469,93.48
21.06.1924,1924-06-21,1924.472,93.53
23.06.1924,1924-06-23,1924.478,92.65
24.06.1924,1924-06-24,1924.481,93.13
25.06.1924,1924-06-25,1924.483,93.67
26.06.1924,1924-06-26,1924.486,94.71
27.06.1924,1924-06-27,1924.489,95.33
28.06.1924,1924-06-28,1924.492,95.55
30.06.1924,1924-06-30,1924.497,96.37
01.07.1924,1924-07-01,1924.5,96.45
02.07.1924,1924-07-02,1924.503,96.38
03.07.1924,1924-07-03,1924.506,96.48
05.07.1924,1924-07-05,1924.511,96.43
07.07.1924,1924-07-07,1924.517,96.91
08.07.1924,1924-07-08,1924.519,97.56
09.07.1924,1924-07-09,1924.522,97.4
10.07.1924,1924-07-10,1924.525,96.65
11.07.1924,1924-07-11,1924.528,97.38
12.07.1924,1924-07-12,1924.531,97.6
14.07.1924,1924-07-14,1924.536,97.5
15.07.1924,1924-07-15,1924.539,97.4
16.07.1924,1924-07-16,1924.542,96.85
17.07.1924,1924-07-17,1924.544,96.85
18.07.1924,1924-07-18,1924.547,97.4
19.07.1924,1924-07-19,1924.55,98.09
21.07.1924,1924-07-21,1924.556,99.02
22.07.1924,1924-07-22,1924.558,99.36
23.07.1924,1924-07-23,1924.561,99.4
24.07.1924,1924-07-24,1924.564,99.36
25.07.1924,1924-07-25,1924.567,99.6
26.07.1924,1924-07-26,1924.569,100.36
28.07.1924,1924-07-28,1924.575,101.09
29.07.1924,1924-07-29,1924.578,100.87
30.07.1924,1924-07-30,1924.581,101.16
31.07.1924,1924-07-31,1924.583,102.14
01.08.1924,1924-08-01,1924.583,102.12
02.08.1924,1924-08-02,1924.586,102.89
04.08.1924,1924-08-04,1924.592,103.28
05.08.1924,1924-08-05,1924.594,102.52
06.08.1924,1924-08-06,1924.597,102.57
07.08.1924,1924-08-07,1924.6,102.3
08.08.1924,1924-08-08,1924.603,101.79
09.08.1924,1924-08-09,1924.606,102.08
11.08.1924,1924-08-11,1924.611,102.2
12.08.1924,1924-08-12,1924.614,101.51
13.08.1924,1924-08-13,1924.617,101.6
14.08.1924,1924-08-14,1924.619,102.86
15.08.1924,1924-08-15,1924.622,104.01
16.08.1924,1924-08-16,1924.625,104.62
18.08.1924,1924-08-18,1924.631,104.99
19.08.1924,1924-08-19,1924.633,105.38
20.08.1924,1924-08-20,1924.636,105.57
21.08.1924,1924-08-21,1924.639,104.83
22.08.1924,1924-08-22,1924.642,103.89
23.08.1924,1924-08-23,1924.644,103.51
25.08.1924,1924-08-25,1924.65,103.53
26.08.1924,1924-08-26,1924.653,103.58
27.08.1924,1924-08-27,1924.656,103.23
28.08.1924,1924-08-28,1924.658,102.67
29.08.1924,1924-08-29,1924.661,104.14
30.08.1924,1924-08-30,1924.664,105.16
02.09.1924,1924-09-02,1924.669,104.95
03.09.1924,1924-09-03,1924.672,104.02
04.09.1924,1924-09-04,1924.675,102.77
05.09.1924,1924-09-05,1924.678,101.07
06.09.1924,1924-09-06,1924.681,100.76
08.09.1924,1924-09-08,1924.686,101.26
09.09.1924,1924-09-09,1924.689,101.98
10.09.1924,1924-09-10,1924.692,101.13
11.09.1924,1924-09-11,1924.694,101.79
12.09.1924,1924-09-12,1924.697,101.91
13.09.1924,1924-09-13,1924.7,101.97
15.09.1924,1924-09-15,1924.706,101.38
16.09.1924,1924-09-16,1924.708,101.75
17.09.1924,1924-09-17,1924.711,103.49
18.09.1924,1924-09-18,1924.714,103.42
19.09.1924,1924-09-19,1924.717,103.63
20.09.1924,1924-09-20,1924.719,103.85
22.09.1924,1924-09-22,1924.725,103.25
23.09.1924,1924-09-23,1924.728,104.16
24.09.1924,1924-09-24,1924.731,104.68
25.09.1924,1924-09-25,1924.733,104.13
26.09.1924,1924-09-26,1924.736,103.98
27.09.1924,1924-09-27,1924.739,103.93
29.09.1924,1924-09-29,1924.744,102.96
30.09.1924,1924-09-30,1924.747,103.16
01.10.1924,1924-10-01,1924.75,104.08
02.10.1924,1924-10-02,1924.753,103.63
03.10.1924,1924-10-03,1924.756,102.64
04.10.1924,1924-10-04,1924.758,102.85
06.10.1924,1924-10-06,1924.764,102.58
07.10.1924,1924-10-07,1924.767,102.38
08.10.1924,1924-10-08,1924.769,102.06
09.10.1924,1924-10-09,1924.772,102.6
10.10.1924,1924-10-10,1924.775,101.38
11.10.1924,1924-10-11,1924.778,101.33
14.10.1924,1924-10-14,1924.786,99.18
15.10.1924,1924-10-15,1924.789,100.11
16.10.1924,1924-10-16,1924.792,100.16
17.10.1924,1924-10-17,1924.794,100.86
18.10.1924,1924-10-18,1924.797,101.76
20.10.1924,1924-10-20,1924.803,101.14
21.10.1924,1924-10-21,1924.806,101.85
22.10.1924,1924-10-22,1924.808,101.96
23.10.1924,1924-10-23,1924.811,102.18
24.10.1924,1924-10-24,1924.814,102.53
25.10.1924,1924-10-25,1924.817,102.04
27.10.1924,1924-10-27,1924.822,101.73
28.10.1924,1924-10-28,1924.825,102.45
29.10.1924,1924-10-29,1924.828,102.41
30.10.1924,1924-10-30,1924.831,103
31.10.1924,1924-10-31,1924.833,104.06
01.11.1924,1924-11-01,1924.833,104.17
03.11.1924,1924-11-03,1924.839,103.89
05.11.1924,1924-11-05,1924.844,105.11
06.11.1924,1924-11-06,1924.847,104.06
07.11.1924,1924-11-07,1924.85,104.86
08.11.1924,1924-11-08,1924.853,105.53
10.11.1924,1924-11-10,1924.858,105.91
11.11.1924,1924-11-11,1924.861,107.58
12.11.1924,1924-11-12,1924.864,108.14
13.11.1924,1924-11-13,1924.867,108.58
14.11.1924,1924-11-14,1924.869,108.96
15.11.1924,1924-11-15,1924.872,108.68
17.11.1924,1924-11-17,1924.878,109.51
18.11.1924,1924-11-18,1924.881,110.73
19.11.1924,1924-11-19,1924.883,110.24
20.11.1924,1924-11-20,1924.886,110.5
21.11.1924,1924-11-21,1924.889,109.63
22.11.1924,1924-11-22,1924.892,109.55
24.11.1924,1924-11-24,1924.897,109.81
25.11.1924,1924-11-25,1924.9,110.08
26.11.1924,1924-11-26,1924.903,110.15
28.11.1924,1924-11-28,1924.908,111.1
29.11.1924,1924-11-29,1924.911,111.38
01.12.1924,1924-12-01,1924.917,110.44
02.12.1924,1924-12-02,1924.919,110.71
03.12.1924,1924-12-03,1924.922,110.83
04.12.1924,1924-12-04,1924.925,111.56
05.12.1924,1924-12-05,1924.928,111.26
06.12.1924,1924-12-06,1924.931,111.1
08.12.1924,1924-12-08,1924.936,111.3
09.12.1924,1924-12-09,1924.939,112.11
10.12.1924,1924-12-10,1924.942,111.07
11.12.1924,1924-12-11,1924.944,110.84
12.12.1924,1924-12-12,1924.947,111.96
