Datevalue,Date,t,Close
23.11.1920,1920-11-23,1920.894,77.2
24.11.1920,1920-11-24,1920.897,76.65
26.11.1920,1920-11-26,1920.903,75.53
27.11.1920,1920-11-27,1920.906,75.46
29.11.1920,1920-11-29,1920.911,76.18
30.11.1920,1920-11-30,1920.914,76.04
01.12.1920,1920-12-01,1920.917,76.5
02.12.1920,1920-12-02,1920.919,77.3
03.12.1920,1920-12-03,1920.922,77.08
04.12.1920,1920-12-04,1920.925,77.63
06.12.1920,1920-12-06,1920.931,76.73
07.12.1920,1920-12-07,1920.933,76.73
08.12.1920,1920-12-08,1920.936,75.49
09.12.1920,1920-12-09,1920.939,74.22
10.12.1920,1920-12-10,1920.942,73.29
11.12.1920,1920-12-11,1920.944,72.06
13.12.1920,1920-12-13,1920.95,70.48
14.12.1920,1920-12-14,1920.953,72.29
15.12.1920,1920-12-15,1920.956,71.28
16.12.1920,1920-12-16,1920.958,70.6
17.12.1920,1920-12-17,1920.961,70.26
18.12.1920,1920-12-18,1920.964,69.55
20.12.1920,1920-12-20,1920.969,68.52
21.12.1920,1920-12-21,1920.972,66.75
22.12.1920,1920-12-22,1920.975,67.02
23.12.1920,1920-12-23,1920.978,69.63
24.12.1920,1920-12-24,1920.981,68.91
27.12.1920,1920-12-27,1920.989,68.01
28.12.1920,1920-12-28,1920.992,67.96
29.12.1920,1920-12-29,1920.994,69.2
30.12.1920,1920-12-30,1920.997,70.03
31.12.1920,1920-12-31,1921,71.95
03.01.1921,1921-01-03,1921.006,72.67
04.01.1921,1921-01-04,1921.008,72.76
05.01.1921,1921-01-05,1921.011,73.13
06.01.1921,1921-01-06,1921.014,74.31
07.01.1921,1921-01-07,1921.017,75.21
08.01.1921,1921-01-08,1921.019,74.8
10.01.1921,1921-01-10,1921.025,76
11.01.1921,1921-01-11,1921.028,76.14
12.01.1921,1921-01-12,1921.031,75.88
13.01.1921,1921-01-13,1921.033,74.43
14.01.1921,1921-01-14,1921.036,74.48
15.01.1921,1921-01-15,1921.039,75.14
17.01.1921,1921-01-17,1921.044,75.21
18.01.1921,1921-01-18,1921.047,75.4
19.01.1921,1921-01-19,1921.05,76.76
20.01.1921,1921-01-20,1921.053,76.08
21.01.1921,1921-01-21,1921.056,74.65
22.01.1921,1921-01-22,1921.058,74.91
24.01.1921,1921-01-24,1921.064,74.77
25.01.1921,1921-01-25,1921.067,74.98
26.01.1921,1921-01-26,1921.069,75.19
27.01.1921,1921-01-27,1921.072,75.71
28.01.1921,1921-01-28,1921.075,76.23
29.01.1921,1921-01-29,1921.078,76.34
31.01.1921,1921-01-31,1921.083,76.13
01.02.1921,1921-02-01,1921.083,75.48
02.02.1921,1921-02-02,1921.086,74.98
03.02.1921,1921-02-03,1921.089,74.34
04.02.1921,1921-02-04,1921.092,74.74
05.02.1921,1921-02-05,1921.094,75.05
07.02.1921,1921-02-07,1921.1,74.8
08.02.1921,1921-02-08,1921.103,75.54
09.02.1921,1921-02-09,1921.106,75.48
10.02.1921,1921-02-10,1921.108,75.59
11.02.1921,1921-02-11,1921.111,75.59
14.02.1921,1921-02-14,1921.119,76.41
15.02.1921,1921-02-15,1921.122,76.9
16.02.1921,1921-02-16,1921.125,77.14
17.02.1921,1921-02-17,1921.128,76.4
18.02.1921,1921-02-18,1921.131,76.28
19.02.1921,1921-02-19,1921.133,75.93
21.02.1921,1921-02-21,1921.139,75.1
23.02.1921,1921-02-23,1921.144,75.66
24.02.1921,1921-02-24,1921.147,74.66
25.02.1921,1921-02-25,1921.15,75.23
26.02.1921,1921-02-26,1921.153,75.46
28.02.1921,1921-02-28,1921.158,74.98
01.03.1921,1921-03-01,1921.167,74.71
02.03.1921,1921-03-02,1921.169,75.19
03.03.1921,1921-03-03,1921.172,75.23
04.03.1921,1921-03-04,1921.175,75.11
05.03.1921,1921-03-05,1921.178,75.25
07.03.1921,1921-03-07,1921.183,75.26
08.03.1921,1921-03-08,1921.186,74.91
09.03.1921,1921-03-09,1921.189,74.6
10.03.1921,1921-03-10,1921.192,73.6
11.03.1921,1921-03-11,1921.194,72.25
12.03.1921,1921-03-12,1921.197,72.76
14.03.1921,1921-03-14,1921.203,72.99
15.03.1921,1921-03-15,1921.206,73.87
16.03.1921,1921-03-16,1921.208,75.2
17.03.1921,1921-03-17,1921.211,75.44
18.03.1921,1921-03-18,1921.214,76.3
19.03.1921,1921-03-19,1921.217,76.56
21.03.1921,1921-03-21,1921.222,76.03
22.03.1921,1921-03-22,1921.225,76.6
23.03.1921,1921-03-23,1921.228,77.78
24.03.1921,1921-03-24,1921.231,77.39
26.03.1921,1921-03-26,1921.236,77.13
28.03.1921,1921-03-28,1921.242,76.19
29.03.1921,1921-03-29,1921.244,77.13
30.03.1921,1921-03-30,1921.247,76.26
31.03.1921,1921-03-31,1921.25,75.76
01.04.1921,1921-04-01,1921.25,75.72
02.04.1921,1921-04-02,1921.253,75.27
04.04.1921,1921-04-04,1921.258,75.16
05.04.1921,1921-04-05,1921.261,76.16
06.04.1921,1921-04-06,1921.264,76.58
07.04.1921,1921-04-07,1921.267,76.16
08.04.1921,1921-04-08,1921.269,75.61
09.04.1921,1921-04-09,1921.272,75.73
11.04.1921,1921-04-11,1921.278,76.15
12.04.1921,1921-04-12,1921.281,76.28
13.04.1921,1921-04-13,1921.283,75.93
14.04.1921,1921-04-14,1921.286,75.06
15.04.1921,1921-04-15,1921.289,76.18
16.04.1921,1921-04-16,1921.292,76.33
18.04.1921,1921-04-18,1921.297,76.15
19.04.1921,1921-04-19,1921.3,76.1
20.04.1921,1921-04-20,1921.303,76.08
21.04.1921,1921-04-21,1921.306,76.54
22.04.1921,1921-04-22,1921.308,77.63
23.04.1921,1921-04-23,1921.311,78.15
25.04.1921,1921-04-25,1921.317,78.55
26.04.1921,1921-04-26,1921.319,78.86
27.04.1921,1921-04-27,1921.322,78.11
28.04.1921,1921-04-28,1921.325,78.77
29.04.1921,1921-04-29,1921.328,78.57
30.04.1921,1921-04-30,1921.331,78.84
02.05.1921,1921-05-02,1921.336,79.65
03.05.1921,1921-05-03,1921.339,79.23
04.05.1921,1921-05-04,1921.342,79.61
05.05.1921,1921-05-05,1921.344,80.03
06.05.1921,1921-05-06,1921.347,79.68
07.05.1921,1921-05-07,1921.35,79.48
09.05.1921,1921-05-09,1921.356,78.81
10.05.1921,1921-05-10,1921.358,78.61
11.05.1921,1921-05-11,1921.361,77.98
12.05.1921,1921-05-12,1921.364,77.6
13.05.1921,1921-05-13,1921.367,77.57
14.05.1921,1921-05-14,1921.369,77.19
16.05.1921,1921-05-16,1921.375,77.23
17.05.1921,1921-05-17,1921.378,77.65
18.05.1921,1921-05-18,1921.381,77.51
19.05.1921,1921-05-19,1921.383,76.96
20.05.1921,1921-05-20,1921.386,76.07
21.05.1921,1921-05-21,1921.389,75.65
23.05.1921,1921-05-23,1921.394,75.86
24.05.1921,1921-05-24,1921.397,74.43
25.05.1921,1921-05-25,1921.4,74.26
26.05.1921,1921-05-26,1921.403,74.81
27.05.1921,1921-05-27,1921.406,74.31
31.05.1921,1921-05-31,1921.417,73.44
01.06.1921,1921-06-01,1921.417,73.51
02.06.1921,1921-06-02,1921.419,73.06
03.06.1921,1921-06-03,1921.422,72.37
04.06.1921,1921-06-04,1921.425,72.55
06.06.1921,1921-06-06,1921.431,71.18
07.06.1921,1921-06-07,1921.433,71.56
08.06.1921,1921-06-08,1921.436,71.03
09.06.1921,1921-06-09,1921.439,69.85
10.06.1921,1921-06-10,1921.442,69.92
11.06.1921,1921-06-11,1921.444,69.7
13.06.1921,1921-06-13,1921.45,70.03
14.06.1921,1921-06-14,1921.453,70.05
15.06.1921,1921-06-15,1921.456,69
16.06.1921,1921-06-16,1921.458,68.16
17.06.1921,1921-06-17,1921.461,67.57
18.06.1921,1921-06-18,1921.464,67.25
20.06.1921,1921-06-20,1921.469,64.9
21.06.1921,1921-06-21,1921.472,66.25
22.06.1921,1921-06-22,1921.475,66.23
23.06.1921,1921-06-23,1921.478,65.36
24.06.1921,1921-06-24,1921.481,66.2
25.06.1921,1921-06-25,1921.483,67.85
27.06.1921,1921-06-27,1921.489,67.03
28.06.1921,1921-06-28,1921.492,67.63
29.06.1921,1921-06-29,1921.494,68.73
30.06.1921,1921-06-30,1921.497,68.45
01.07.1921,1921-07-01,1921.5,68.35
05.07.1921,1921-07-05,1921.511,67.71
06.07.1921,1921-07-06,1921.514,69.86
07.07.1921,1921-07-07,1921.517,69.72
08.07.1921,1921-07-08,1921.519,68.35
09.07.1921,1921-07-09,1921.522,68.54
11.07.1921,1921-07-11,1921.528,68.69
12.07.1921,1921-07-12,1921.531,68.7
13.07.1921,1921-07-13,1921.533,68.65
14.07.1921,1921-07-14,1921.536,67.85
15.07.1921,1921-07-15,1921.539,67.25
16.07.1921,1921-07-16,1921.542,67.44
18.07.1921,1921-07-18,1921.547,67.87
19.07.1921,1921-07-19,1921.55,68.24
20.07.1921,1921-07-20,1921.553,68.21
21.07.1921,1921-07-21,1921.556,68.11
22.07.1921,1921-07-22,1921.558,68.27
23.07.1921,1921-07-23,1921.561,69.23
25.07.1921,1921-07-25,1921.567,69.8
26.07.1921,1921-07-26,1921.569,69.2
27.07.1921,1921-07-27,1921.572,69.18
28.07.1921,1921-07-28,1921.575,68.18
29.07.1921,1921-07-29,1921.578,68.37
30.07.1921,1921-07-30,1921.581,68.86
01.08.1921,1921-08-01,1921.583,69.68
02.08.1921,1921-08-02,1921.586,69.95
03.08.1921,1921-08-03,1921.589,69.71
04.08.1921,1921-08-04,1921.592,69.5
05.08.1921,1921-08-05,1921.594,68.61
06.08.1921,1921-08-06,1921.597,68.56
08.08.1921,1921-08-08,1921.603,68.63
09.08.1921,1921-08-09,1921.606,68
10.08.1921,1921-08-10,1921.608,66.71
11.08.1921,1921-08-11,1921.611,66.42
12.08.1921,1921-08-12,1921.614,66.88
13.08.1921,1921-08-13,1921.617,66.75
15.08.1921,1921-08-15,1921.622,66.02
16.08.1921,1921-08-16,1921.625,65.27
17.08.1921,1921-08-17,1921.628,66.09
18.08.1921,1921-08-18,1921.631,65.96
19.08.1921,1921-08-19,1921.633,65.34
20.08.1921,1921-08-20,1921.636,65.09
22.08.1921,1921-08-22,1921.642,64.5
23.08.1921,1921-08-23,1921.644,64.38
24.08.1921,1921-08-24,1921.647,63.9
25.08.1921,1921-08-25,1921.65,63.91
26.08.1921,1921-08-26,1921.653,65.54
27.08.1921,1921-08-27,1921.656,65.56
29.08.1921,1921-08-29,1921.661,66.18
30.08.1921,1921-08-30,1921.664,67.8
31.08.1921,1921-08-31,1921.667,67.11
01.09.1921,1921-09-01,1921.667,66.83
02.09.1921,1921-09-02,1921.669,68
06.09.1921,1921-09-06,1921.681,69.12
07.09.1921,1921-09-07,1921.683,69.49
08.09.1921,1921-09-08,1921.686,69.15
09.09.1921,1921-09-09,1921.689,70.58
10.09.1921,1921-09-10,1921.692,71.92
12.09.1921,1921-09-12,1921.697,70.68
13.09.1921,1921-09-13,1921.7,71.72
14.09.1921,1921-09-14,1921.703,71.68
15.09.1921,1921-09-15,1921.706,70.68
16.09.1921,1921-09-16,1921.708,70.95
17.09.1921,1921-09-17,1921.711,70.83
19.09.1921,1921-09-19,1921.717,70.06
20.09.1921,1921-09-20,1921.719,69.43
21.09.1921,1921-09-21,1921.722,69.45
22.09.1921,1921-09-22,1921.725,70.25
23.09.1921,1921-09-23,1921.728,70.9
24.09.1921,1921-09-24,1921.731,70.81
26.09.1921,1921-09-26,1921.736,70.65
27.09.1921,1921-09-27,1921.739,70.3
28.09.1921,1921-09-28,1921.742,70.14
29.09.1921,1921-09-29,1921.744,71.19
30.09.1921,1921-09-30,1921.747,71.08
01.10.1921,1921-10-01,1921.75,71.68
03.10.1921,1921-10-03,1921.756,71.61
04.10.1921,1921-10-04,1921.758,70.95
05.10.1921,1921-10-05,1921.761,70.46
06.10.1921,1921-10-06,1921.764,70.42
07.10.1921,1921-10-07,1921.767,70.66
08.10.1921,1921-10-08,1921.769,71.17
10.10.1921,1921-10-10,1921.775,70.95
11.10.1921,1921-10-11,1921.778,71.06
13.10.1921,1921-10-13,1921.783,70.9
14.10.1921,1921-10-14,1921.786,70.15
15.10.1921,1921-10-15,1921.789,70.09
17.10.1921,1921-10-17,1921.794,69.46
18.10.1921,1921-10-18,1921.797,69.81
19.10.1921,1921-10-19,1921.8,70.21
20.10.1921,1921-10-20,1921.803,70.77
21.10.1921,1921-10-21,1921.806,71
22.10.1921,1921-10-22,1921.808,71.11
24.10.1921,1921-10-24,1921.814,71.81
25.10.1921,1921-10-25,1921.817,72.22
26.10.1921,1921-10-26,1921.819,72.27
27.10.1921,1921-10-27,1921.822,72.78
28.10.1921,1921-10-28,1921.825,73.8
29.10.1921,1921-10-29,1921.828,73.93
31.10.1921,1921-10-31,1921.833,73.21
01.11.1921,1921-11-01,1921.833,73.44
02.11.1921,1921-11-02,1921.836,73.52
03.11.1921,1921-11-03,1921.839,73.98
04.11.1921,1921-11-04,1921.842,73.94
05.11.1921,1921-11-05,1921.844,73.91
07.11.1921,1921-11-07,1921.85,74.2
09.11.1921,1921-11-09,1921.856,75.75
10.11.1921,1921-11-10,1921.858,75.61
12.11.1921,1921-11-12,1921.864,76.46
14.11.1921,1921-11-14,1921.869,75.5
15.11.1921,1921-11-15,1921.872,75.8
16.11.1921,1921-11-16,1921.875,77.13
17.11.1921,1921-11-17,1921.878,77.07
18.11.1921,1921-11-18,1921.881,76.94
19.11.1921,1921-11-19,1921.883,77.06
21.11.1921,1921-11-21,1921.889,76.69
22.11.1921,1921-11-22,1921.892,76.21
23.11.1921,1921-11-23,1921.894,76.34
25.11.1921,1921-11-25,1921.9,77.31
26.11.1921,1921-11-26,1921.903,77.85
28.11.1921,1921-11-28,1921.908,78.01
29.11.1921,1921-11-29,1921.911,77.76
30.11.1921,1921-11-30,1921.914,77.3
01.12.1921,1921-12-01,1921.917,78.12
02.12.1921,1921-12-02,1921.919,78.73
03.12.1921,1921-12-03,1921.922,79
05.12.1921,1921-12-05,1921.928,78.93
06.12.1921,1921-12-06,1921.931,79.36
07.12.1921,1921-12-07,1921.933,79.19
08.12.1921,1921-12-08,1921.936,78.8
09.12.1921,1921-12-09,1921.939,79.6
10.12.1921,1921-12-10,1921.942,80.16
12.12.1921,1921-12-12,1921.947,80.63
13.12.1921,1921-12-13,1921.95,80.69
14.12.1921,1921-12-14,1921.953,81.04
15.12.1921,1921-12-15,1921.956,81.5
16.12.1921,1921-12-16,1921.958,80.95
17.12.1921,1921-12-17,1921.961,80.57
19.12.1921,1921-12-19,1921.967,80.31
20.12.1921,1921-12-20,1921.969,80.3
21.12.1921,1921-12-21,1921.972,79.02
22.12.1921,1921-12-22,1921.975,78.76
23.12.1921,1921-12-23,1921.978,79.31
24.12.1921,1921-12-24,1921.981,79.61
27.12.1921,1921-12-27,1921.989,80.69
28.12.1921,1921-12-28,1921.992,80.8
29.12.1921,1921-12-29,1921.994,80.34
30.12.1921,1921-12-30,1921.997,80.8
31.12.1921,1921-12-31,1922,81.1
03.01.1922,1922-01-03,1922.006,78.91
04.01.1922,1922-01-04,1922.008,79.61
05.01.1922,1922-01-05,1922.011,78.68
06.01.1922,1922-01-06,1922.014,78.96
07.01.1922,1922-01-07,1922.017,79.12
09.01.1922,1922-01-09,1922.022,78.87
10.01.1922,1922-01-10,1922.025,78.59
11.01.1922,1922-01-11,1922.028,80.03
12.01.1922,1922-01-12,1922.031,79.96
13.01.1922,1922-01-13,1922.033,80.82
14.01.1922,1922-01-14,1922.036,81.23
16.01.1922,1922-01-16,1922.042,81.36
17.01.1922,1922-01-17,1922.044,81.9
18.01.1922,1922-01-18,1922.047,82.33
19.01.1922,1922-01-19,1922.05,81.91
20.01.1922,1922-01-20,1922.053,82.95
21.01.1922,1922-01-21,1922.056,82.53
23.01.1922,1922-01-23,1922.061,82.29
24.01.1922,1922-01-24,1922.064,82.43
25.01.1922,1922-01-25,1922.067,82.57
26.01.1922,1922-01-26,1922.069,81.54
27.01.1922,1922-01-27,1922.072,81.34
28.01.1922,1922-01-28,1922.075,81.75
30.01.1922,1922-01-30,1922.081,81.33
31.01.1922,1922-01-31,1922.083,81.3
01.02.1922,1922-02-01,1922.083,81.68
02.02.1922,1922-02-02,1922.086,82.86
03.02.1922,1922-02-03,1922.089,82.93
04.02.1922,1922-02-04,1922.092,83.61
06.02.1922,1922-02-06,1922.097,83.7
07.02.1922,1922-02-07,1922.1,83.38
08.02.1922,1922-02-08,1922.103,82.74
09.02.1922,1922-02-09,1922.106,83.6
10.02.1922,1922-02-10,1922.108,83.05
11.02.1922,1922-02-11,1922.111,82.96
14.02.1922,1922-02-14,1922.119,83.81
15.02.1922,1922-02-15,1922.122,84.09
16.02.1922,1922-02-16,1922.125,83.98
17.02.1922,1922-02-17,1922.128,83.88
18.02.1922,1922-02-18,1922.131,84.28
20.02.1922,1922-02-20,1922.136,84.85
21.02.1922,1922-02-21,1922.139,85.81
23.02.1922,1922-02-23,1922.144,85.36
24.02.1922,1922-02-24,1922.147,85.18
25.02.1922,1922-02-25,1922.15,83.33
27.02.1922,1922-02-27,1922.156,84.58
28.02.1922,1922-02-28,1922.158,85.46
01.03.1922,1922-03-01,1922.167,85.33
02.03.1922,1922-03-02,1922.169,86.03
03.03.1922,1922-03-03,1922.172,86.46
04.03.1922,1922-03-04,1922.175,85.91
06.03.1922,1922-03-06,1922.181,86.3
07.03.1922,1922-03-07,1922.183,86.9
08.03.1922,1922-03-08,1922.186,86.73
09.03.1922,1922-03-09,1922.189,86.95
10.03.1922,1922-03-10,1922.192,87.18
11.03.1922,1922-03-11,1922.194,87.93
13.03.1922,1922-03-13,1922.2,87.56
14.03.1922,1922-03-14,1922.203,87.92
15.03.1922,1922-03-15,1922.206,87.3
16.03.1922,1922-03-16,1922.208,88.11
17.03.1922,1922-03-17,1922.211,88.46
18.03.1922,1922-03-18,1922.214,88.47
20.03.1922,1922-03-20,1922.219,88.28
21.03.1922,1922-03-21,1922.222,88.11
22.03.1922,1922-03-22,1922.225,87.26
23.03.1922,1922-03-23,1922.228,86.9
24.03.1922,1922-03-24,1922.231,87.4
25.03.1922,1922-03-25,1922.233,87.08
27.03.1922,1922-03-27,1922.239,86.6
28.03.1922,1922-03-28,1922.242,87.2
29.03.1922,1922-03-29,1922.244,87.9
30.03.1922,1922-03-30,1922.247,88.87
31.03.1922,1922-03-31,1922.25,89.05
01.04.1922,1922-04-01,1922.25,89.08
03.04.1922,1922-04-03,1922.256,90.05
04.04.1922,1922-04-04,1922.258,89.3
05.04.1922,1922-04-05,1922.261,90.67
06.04.1922,1922-04-06,1922.264,90.8
07.04.1922,1922-04-07,1922.267,90.8
08.04.1922,1922-04-08,1922.269,90.63
10.04.1922,1922-04-10,1922.275,91.11
11.04.1922,1922-04-11,1922.278,91.91
12.04.1922,1922-04-12,1922.281,91.77
13.04.1922,1922-04-13,1922.283,92.48
15.04.1922,1922-04-15,1922.289,93.06
17.04.1922,1922-04-17,1922.294,92.75
18.04.1922,1922-04-18,1922.297,91.15
19.04.1922,1922-04-19,1922.3,92.52
20.04.1922,1922-04-20,1922.303,92.43
21.04.1922,1922-04-21,1922.306,93.21
22.04.1922,1922-04-22,1922.308,93.46
24.04.1922,1922-04-24,1922.314,93
25.04.1922,1922-04-25,1922.317,92.72
26.04.1922,1922-04-26,1922.319,91.96
27.04.1922,1922-04-27,1922.322,91.1
28.04.1922,1922-04-28,1922.325,91.93
29.04.1922,1922-04-29,1922.328,92.74
01.05.1922,1922-05-01,1922.333,93.35
02.05.1922,1922-05-02,1922.336,93.64
03.05.1922,1922-05-03,1922.339,93.81
04.05.1922,1922-05-04,1922.342,93.18
05.05.1922,1922-05-05,1922.344,93.18
06.05.1922,1922-05-06,1922.347,93.59
08.05.1922,1922-05-08,1922.353,92.84
09.05.1922,1922-05-09,1922.356,92.57
10.05.1922,1922-05-10,1922.358,91.58
11.05.1922,1922-05-11,1922.361,91.5
12.05.1922,1922-05-12,1922.364,92.5
13.05.1922,1922-05-13,1922.367,92.93
15.05.1922,1922-05-15,1922.372,92.08
16.05.1922,1922-05-16,1922.375,92.63
17.05.1922,1922-05-17,1922.378,93.71
18.05.1922,1922-05-18,1922.381,93.91
19.05.1922,1922-05-19,1922.383,94.8
20.05.1922,1922-05-20,1922.386,94.65
22.05.1922,1922-05-22,1922.392,94.86
23.05.1922,1922-05-23,1922.394,94.66
24.05.1922,1922-05-24,1922.397,94.7
25.05.1922,1922-05-25,1922.4,94.36
26.05.1922,1922-05-26,1922.403,95.05
27.05.1922,1922-05-27,1922.406,95.47
29.05.1922,1922-05-29,1922.411,96.41
31.05.1922,1922-05-31,1922.417,95.63
01.06.1922,1922-06-01,1922.417,96.03
02.06.1922,1922-06-02,1922.419,96.36
03.06.1922,1922-06-03,1922.422,96.31
05.06.1922,1922-06-05,1922.428,95.98
06.06.1922,1922-06-06,1922.431,95.59
07.06.1922,1922-06-07,1922.433,95.15
08.06.1922,1922-06-08,1922.436,95.11
09.06.1922,1922-06-09,1922.439,93.6
10.06.1922,1922-06-10,1922.442,93.2
12.06.1922,1922-06-12,1922.447,90.73
13.06.1922,1922-06-13,1922.45,92.04
14.06.1922,1922-06-14,1922.453,93.08
15.06.1922,1922-06-15,1922.456,91.25
16.06.1922,1922-06-16,1922.458,91.11
17.06.1922,1922-06-17,1922.461,91.45
19.06.1922,1922-06-19,1922.467,91.95
20.06.1922,1922-06-20,1922.469,93.51
21.06.1922,1922-06-21,1922.472,93.02
22.06.1922,1922-06-22,1922.475,93.15
23.06.1922,1922-06-23,1922.478,93.07
24.06.1922,1922-06-24,1922.481,93.16
26.06.1922,1922-06-26,1922.486,93.48
27.06.1922,1922-06-27,1922.489,92.47
28.06.1922,1922-06-28,1922.492,92.24
29.06.1922,1922-06-29,1922.494,92.06
30.06.1922,1922-06-30,1922.497,92.93
01.07.1922,1922-07-01,1922.5,92.9
03.07.1922,1922-07-03,1922.506,92.92
05.07.1922,1922-07-05,1922.511,92.97
06.07.1922,1922-07-06,1922.514,93.97
07.07.1922,1922-07-07,1922.517,94.63
08.07.1922,1922-07-08,1922.519,93.53
10.07.1922,1922-07-10,1922.525,93.9
11.07.1922,1922-07-11,1922.528,94.17
12.07.1922,1922-07-12,1922.531,94.88
13.07.1922,1922-07-13,1922.533,94.65
14.07.1922,1922-07-14,1922.536,94.96
15.07.1922,1922-07-15,1922.539,95.35
17.07.1922,1922-07-17,1922.544,95.26
18.07.1922,1922-07-18,1922.547,96.53
19.07.1922,1922-07-19,1922.55,96.69
20.07.1922,1922-07-20,1922.553,96.76
21.07.1922,1922-07-21,1922.556,96.13
22.07.1922,1922-07-22,1922.558,95.78
24.07.1922,1922-07-24,1922.564,94.64
25.07.1922,1922-07-25,1922.567,95.69
26.07.1922,1922-07-26,1922.569,94.84
27.07.1922,1922-07-27,1922.572,96.36
28.07.1922,1922-07-28,1922.575,96.69
29.07.1922,1922-07-29,1922.578,96.83
31.07.1922,1922-07-31,1922.583,97.05
01.08.1922,1922-08-01,1922.583,96.25
02.08.1922,1922-08-02,1922.586,96.51
03.08.1922,1922-08-03,1922.589,96.81
04.08.1922,1922-08-04,1922.592,97.11
05.08.1922,1922-08-05,1922.594,97.03
07.08.1922,1922-08-07,1922.6,97.37
08.08.1922,1922-08-08,1922.603,97.07
09.08.1922,1922-08-09,1922.606,96.93
10.08.1922,1922-08-10,1922.608,96.51
11.08.1922,1922-08-11,1922.611,96.82
12.08.1922,1922-08-12,1922.614,97.04
14.08.1922,1922-08-14,1922.619,96.21
15.08.1922,1922-08-15,1922.622,96.9
16.08.1922,1922-08-16,1922.625,97.41
17.08.1922,1922-08-17,1922.628,97.93
18.08.1922,1922-08-18,1922.631,98.6
19.08.1922,1922-08-19,1922.633,99.01
21.08.1922,1922-08-21,1922.639,99.71
22.08.1922,1922-08-22,1922.642,100.75
23.08.1922,1922-08-23,1922.644,100.32
24.08.1922,1922-08-24,1922.647,99.71
25.08.1922,1922-08-25,1922.65,99.82
26.08.1922,1922-08-26,1922.653,100.05
28.08.1922,1922-08-28,1922.658,99.21
29.08.1922,1922-08-29,1922.661,100.7
30.08.1922,1922-08-30,1922.664,100.75
31.08.1922,1922-08-31,1922.667,100.78
01.09.1922,1922-09-01,1922.667,101.28
02.09.1922,1922-09-02,1922.669,101.29
05.09.1922,1922-09-05,1922.678,101.67
06.09.1922,1922-09-06,1922.681,100.6
07.09.1922,1922-09-07,1922.683,101.05
08.09.1922,1922-09-08,1922.686,101.22
09.09.1922,1922-09-09,1922.689,101.68
11.09.1922,1922-09-11,1922.694,102.05
12.09.1922,1922-09-12,1922.697,101.88
13.09.1922,1922-09-13,1922.7,101.1
14.09.1922,1922-09-14,1922.703,100.79
15.09.1922,1922-09-15,1922.706,100.99
16.09.1922,1922-09-16,1922.708,100.43
18.09.1922,1922-09-18,1922.714,98.88
19.09.1922,1922-09-19,1922.717,99.93
20.09.1922,1922-09-20,1922.719,100.14
21.09.1922,1922-09-21,1922.722,98.37
22.09.1922,1922-09-22,1922.725,98.55
23.09.1922,1922-09-23,1922.728,99.1
25.09.1922,1922-09-25,1922.733,98.9
26.09.1922,1922-09-26,1922.736,98.45
27.09.1922,1922-09-27,1922.739,96.81
28.09.1922,1922-09-28,1922.742,96.58
29.09.1922,1922-09-29,1922.744,97.12
30.09.1922,1922-09-30,1922.747,96.3
02.10.1922,1922-10-02,1922.753,97.67
03.10.1922,1922-10-03,1922.756,98.9
04.10.1922,1922-10-04,1922.758,99.93
05.10.1922,1922-10-05,1922.761,100.34
06.10.1922,1922-10-06,1922.764,100.81
07.10.1922,1922-10-07,1922.767,100.5
09.10.1922,1922-10-09,1922.772,102.26
10.10.1922,1922-10-10,1922.775,101.55
11.10.1922,1922-10-11,1922.778,101.72
13.10.1922,1922-10-13,1922.783,102.6
14.10.1922,1922-10-14,1922.786,103.43
16.10.1922,1922-10-16,1922.792,102.76
17.10.1922,1922-10-17,1922.794,102.6
18.10.1922,1922-10-18,1922.797,102
19.10.1922,1922-10-19,1922.8,101.21
20.10.1922,1922-10-20,1922.803,102.01
21.10.1922,1922-10-21,1922.806,101.95
23.10.1922,1922-10-23,1922.811,100.11
24.10.1922,1922-10-24,1922.814,100.1
25.10.1922,1922-10-25,1922.817,99.55
26.10.1922,1922-10-26,1922.819,98
27.10.1922,1922-10-27,1922.822,98.76
28.10.1922,1922-10-28,1922.825,98.68
30.10.1922,1922-10-30,1922.831,96.9
31.10.1922,1922-10-31,1922.833,96.11
01.11.1922,1922-11-01,1922.833,96.23
02.11.1922,1922-11-02,1922.836,98.5
03.11.1922,1922-11-03,1922.839,99.29
04.11.1922,1922-11-04,1922.842,99.06
06.11.1922,1922-11-06,1922.847,98.45
08.11.1922,1922-11-08,1922.853,99.53
09.11.1922,1922-11-09,1922.856,98.98
10.11.1922,1922-11-10,1922.858,97.5
11.11.1922,1922-11-11,1922.861,95.88
13.11.1922,1922-11-13,1922.867,95.37
14.11.1922,1922-11-14,1922.869,93.61
15.11.1922,1922-11-15,1922.872,95.11
16.11.1922,1922-11-16,1922.875,94.72
17.11.1922,1922-11-17,1922.878,95.09
18.11.1922,1922-11-18,1922.881,95.36
20.11.1922,1922-11-20,1922.886,95.82
21.11.1922,1922-11-21,1922.889,95.59
22.11.1922,1922-11-22,1922.892,94.29
23.11.1922,1922-11-23,1922.894,94.08
24.11.1922,1922-11-24,1922.897,94.1
25.11.1922,1922-11-25,1922.9,92.78
27.11.1922,1922-11-27,1922.906,92.03
28.11.1922,1922-11-28,1922.908,93.85
29.11.1922,1922-11-29,1922.911,94.65
01.12.1922,1922-12-01,1922.917,95.73
02.12.1922,1922-12-02,1922.919,95.91
04.12.1922,1922-12-04,1922.925,95.1
